rule	category	count	pct	examples
a a → ā	vowel coalescence	15	6.61	pralayāgnisamaḥ kope taḍitkoṭisamaprabhaḥ pralaya+agni→pralayāgnisamaḥ · evaṃ guṇasamāviṣṭo rājā sarvāvasaram āsthāna upaviṣṭo'sti sarva+avasaram→sarvāvasaram · tato rājñā ratnasamūhaṃ dṛṣṭvā bhaṇitam bho digambara etāni sarvāṇi ratnāni bahumūlyāni kimartham ānītāni aham ekasyāpi ratnasya maulyaṃ dātum asamarthaḥ tvam ataḥ paraṃ kim abhilaṣasi tat kathaya ekasya+api→ekasyāpi · prāptiḥ prākāmyam īśitvaṃ vaśitvaṃ cāṣṭa siddhayaḥ ca+aṣṭa→cāṣṭa
m k → ṃ k	anusvāra / nasal	12	5.29	anayā rītyā rājño haste phalaṃ dattvā pratyahaṃ darśanaṃ karoti darśanaṃ+karoti · tato rājñā ratnasamūhaṃ dṛṣṭvā bhaṇitam bho digambara etāni sarvāṇi ratnāni bahumūlyāni kimartham ānītāni aham ekasyāpi ratnasya maulyaṃ dātum asamarthaḥ tvam ataḥ paraṃ kim abhilaṣasi tat kathaya paraṃ+kim · api svalpataraṃ kāryaṃ yadi syāt pṛthivīpateḥ svalpataraṃ+kāryaṃ · kubhuktaṃ kuśrutaṃ marma matimān na prakāśayet kubhuktaṃ+kuśrutaṃ
m d → ṃ d	anusvāra / nasal	11	4.85	kasmiṃścid divase kuto 'pi sthānācchāntiśīlo nāma yogī digambaraḥ samāyātaḥ phalahastaḥ san sabhāṃ praviśya rājño haste phalaṃ dattavān phalaṃ+dattavān · rājñāsanaṃ dattaṃ tāmbūlaṃ ca āsanam→rājñāsanaṃ +dattaṃ · anayā rītyā rājño haste phalaṃ dattvā pratyahaṃ darśanaṃ karoti phalaṃ+dattvā · anayā rītyā rājño haste phalaṃ dattvā pratyahaṃ darśanaṃ karoti pratyahaṃ+darśanaṃ
m p → ṃ p	anusvāra / nasal	9	3.96	sādhūnāṃ pālanaṃ samyag duṣṭānāṃ nigrahas tathā sādhūnāṃ+pālanaṃ · eṣa rājñāṃ paro dharmaḥ paratreha ca śarmaṇe rājñāṃ+paro · kasmiṃścid divase kuto 'pi sthānācchāntiśīlo nāma yogī digambaraḥ samāyātaḥ phalahastaḥ san sabhāṃ praviśya rājño haste phalaṃ dattavān sabhāṃ+praviśya · daivajñaṃ putrakaṃ mitraṃ phalena phalam ādiśet daivajñaṃ+putrakaṃ
m m → ṃ m	anusvāra / nasal	8	3.52	ekasmin divase rājño hastāt patitaṃ phalaṃ markaṭena vidāritam tanmadhyād ratnam ekaṃ bhūmau nipatitam tasya kāntyā mahān uddyoto jātaḥ sarve'pi lokāḥ savismayāḥ saṃjātāḥ phalaṃ+markaṭena · daivajñaṃ putrakaṃ mitraṃ phalena phalam ādiśet putrakaṃ+mitraṃ · kubhuktaṃ kuśrutaṃ marma matimān na prakāśayet kuśrutaṃ+marma · tadarthaṃ tvaṃ mamottarasādhako bhava tvaṃ+mama
a u → o	vowel coalescence	7	3.08	tadā digambareṇoktam mahārāja śrūyatām śāstre kathitam asti digambareṇa+uktam→digambareṇoktam · ato'haṃ kartum icchāmi tvām evottarasādhakam eva+uttarasādhakam→evottarasādhakam · tadanantaraṃ sarvopaskaradravyāṇi gṛhītvā digambaraś caturdaśyāṃ mahāśmaśāne gataḥ sarva+upaskara→sarvopaskaradravyāṇi · sarvopaskarasaṃyuktaṃ śmaśānaṃ bhāti bhūtale sarva+upaskara→sarvopaskarasaṃyuktaṃ
m g → ṃ g	anusvāra / nasal	6	2.64	praṇamya śirasā devaṃ gaṇanāthaṃ vināyakam devaṃ+gaṇanāthaṃ · evaṃ guṇasamāviṣṭo rājā sarvāvasaram āsthāna upaviṣṭo'sti evaṃ+guṇa · riktapāṇir na paśyeta rājānaṃ bhiṣajaṃ gurum bhiṣajaṃ+gurum · siddhamantrauṣadhaṃ dharmaṃ gṛhachidraṃ ca maithunam dharmaṃ+gṛha
ḥ i → Ø i	visarga	6	2.64	kandarpa iva rūpāḍhyo harivajjanavallabhaḥ kandarpa+iva · samudra iva maryādī samānaḥ sarvadā satām samudra+iva · cañcaccitāgnitaḍitaṃ kālamegha ivotthitaḥ meghaḥ→kālamegha +iva · kāla ivotsave mattaḥ kṛttikānṛtyakampitam kāla+iva
m bh → ṃ bh	anusvāra / nasal	6	2.64	ekasmin divase rājño hastāt patitaṃ phalaṃ markaṭena vidāritam tanmadhyād ratnam ekaṃ bhūmau nipatitam tasya kāntyā mahān uddyoto jātaḥ sarve'pi lokāḥ savismayāḥ saṃjātāḥ ekaṃ+bhūmau · riktapāṇir na paśyeta rājānaṃ bhiṣajaṃ gurum rājānaṃ+bhiṣajaṃ · sarvopaskarasaṃyuktaṃ śmaśānaṃ bhāti bhūtale śmaśānaṃ+bhāti · samagraduḥkhanilayaṃ bhūtasaṃghapradharṣaṇam nilayam→samagraduḥkhanilayaṃ +bhūta
m c → ṃ c	anusvāra / nasal	5	2.2	lokānāṃ ca vinodāya kariṣyāmi kathām imām lokānāṃ+ca · rājñāsanaṃ dattaṃ tāmbūlaṃ ca tāmbūlaṃ+ca · siddhamantrauṣadhaṃ dharmaṃ gṛhachidraṃ ca maithunam chidram→gṛhachidraṃ +ca · prāptiḥ prākāmyam īśitvaṃ vaśitvaṃ cāṣṭa siddhayaḥ vaśitvaṃ+ca
t r → d r	consonant / other	5	2.2	visphuradraśmitejāḍhyo babhūva kulanandanaḥ visphurat+raśmi→visphuradraśmitejāḍhyo · ekasmin divase rājño hastāt patitaṃ phalaṃ markaṭena vidāritam tanmadhyād ratnam ekaṃ bhūmau nipatitam tasya kāntyā mahān uddyoto jātaḥ sarve'pi lokāḥ savismayāḥ saṃjātāḥ madhyāt→tanmadhyād +ratnam · tadā rājā sāścaryo babhūva rājñoktam bho digambara mahad ratnaṃ tvayā kena kāraṇenānītam mahad+ratnaṃ · laṅkādāha ivotpanno jīvadrāvaṇavighnakam jīvat+rāvaṇa→jīvadrāvaṇavighnakam
m s → ṃ s	anusvāra / nasal	5	2.2	sādhūnāṃ pālanaṃ samyag duṣṭānāṃ nigrahas tathā pālanaṃ+samyag · giripṛṣṭhaṃ samāruhya prāsāde vā raho gataḥ pṛṣṭham→giripṛṣṭhaṃ +samāruhya · tadanantaraṃ sarvopaskaradravyāṇi gṛhītvā digambaraś caturdaśyāṃ mahāśmaśāne gataḥ anantaram→tadanantaraṃ +sarva · rājā śmaśānaṃ samprāpya niḥśaṅko dhūmasaṃkulam śmaśānaṃ+samprāpya
