rule	category	count	pct	examples
a a → ā	vowel coalescence	178	5.78	dṛṣṭvā tu pāṇḍavānīkaṃ vyūḍhaṃ duryodhanastadā pāṇḍava+anīkam→pāṇḍavānīkaṃ · atra śūrā maheṣvāsā bhīmārjunasamā yudhi bhīma+arjuna→bhīmārjunasamā · aparyāptaṃ tadasmākaṃ balaṃ bhīṣmābhirakṣitam bhīṣma+abhirakṣitam→bhīṣmābhirakṣitam · paryāptaṃ tvidameteṣāṃ balaṃ bhīmābhirakṣitam bhīma+abhirakṣitam→bhīmābhirakṣitam
m p → ṃ p	anusvāra / nasal	112	3.64	paśyaitāṃ pāṇḍuputrāṇāmācārya mahatīṃ camūm etām→paśyaitāṃ +pāṇḍu · kulakṣayakṛtaṃ doṣaṃ prapaśyadbhirjanārdana doṣaṃ+prapaśyadbhiḥ · yacchreyaḥ syānniścitaṃ brūhi tanme śiṣyaste 'haṃ śādhi māṃ tvāṃ prapannam tvāṃ+prapannam · aśocyānanvaśocastvaṃ prajñāvādāṃśca bhāṣase tvam→aśocyānanvaśocastvaṃ +prajñā
m t → ṃ t	anusvāra / nasal	111	3.61	asmākaṃ tu viśiṣṭā ye tānnibodha dvijottama asmākaṃ+tu · nāyakā mama sainyasya saṃjñārthaṃ tānbravīmi te artham→saṃjñārthaṃ +tān · aparyāptaṃ tadasmākaṃ balaṃ bhīṣmābhirakṣitam aparyāptaṃ+tat · paryāptaṃ tvidameteṣāṃ balaṃ bhīmābhirakṣitam paryāptaṃ+tu
m s → ṃ s	anusvāra / nasal	108	3.51	senayorubhayormadhye rathaṃ sthāpaya me 'cyuta rathaṃ+sthāpaya · gāṇḍīvaṃ sraṃsate hastāttvakcaiva paridahyate gāṇḍīvaṃ+sraṃsate · na kāṅkṣe vijayaṃ kṛṣṇa na ca rājyaṃ sukhāni ca rājyaṃ+sukhāni · yadrājyasukhalobhena hantuṃ svajanamudyatāḥ hantuṃ+sva
m v → ṃ v	anusvāra / nasal	99	3.22	dṛṣṭvā tu pāṇḍavānīkaṃ vyūḍhaṃ duryodhanastadā anīkam→pāṇḍavānīkaṃ +vyūḍhaṃ · siṃhanādaṃ vinadyoccaiḥ śaṅkhaṃ dadhmau pratāpavān siṃhanādaṃ+vinadya · doṣairetaiḥ kulaghnānāṃ varṇasaṃkarakārakaiḥ ghnānām→kulaghnānāṃ +varṇa · narake niyataṃ vāso bhavatītyanuśuśruma niyataṃ+vāso
m c → ṃ c	anusvāra / nasal	94	3.05	paśyaitāṃ pāṇḍuputrāṇāmācārya mahatīṃ camūm mahatīṃ+camūm · nabhaśca pṛthivīṃ caiva tumulo vyanunādayan pṛthivīṃ+ca · bhīṣmadroṇapramukhataḥ sarveṣāṃ ca mahīkṣitām sarveṣāṃ+ca · sīdanti mama gātrāṇi mukhaṃ ca pariśuṣyati mukhaṃ+ca
m k → ṃ k	anusvāra / nasal	86	2.79	tasya saṃjanayanharṣaṃ kuruvṛddhaḥ pitāmahaḥ harṣam→saṃjanayanharṣaṃ +kuruvṛddhaḥ · na kāṅkṣe vijayaṃ kṛṣṇa na ca rājyaṃ sukhāni ca vijayaṃ+kṛṣṇa · dharme naṣṭe kulaṃ kṛtsnamadharmo 'bhibhavatyuta kulaṃ+kṛtsnam · saṃkaro narakāyaiva kulaghnānāṃ kulasya ca ghnānām→kulaghnānāṃ +kulasya
ḥ t → s t	visarga	80	2.6	dṛṣṭvā tu pāṇḍavānīkaṃ vyūḍhaṃ duryodhanastadā duryodhanaḥ+tadā→duryodhanastadā · aśvatthāmā vikarṇaśca saumadattistathaiva ca saumadattiḥ+tathā→saumadattistathaiva · ācāryāḥ pitaraḥ putrāstathaiva ca pitāmahāḥ putrāḥ+tathā→putrāstathaiva · mātulāḥ śvaśurāḥ pautrāḥ syālāḥ sambandhinastathā sambandhinaḥ+tathā→sambandhinastathā
a ā → ā	vowel coalescence	75	2.44	tataḥ śaṅkhāśca bheryaśca paṇavānakagomukhāḥ paṇava+ānaka→paṇavānakagomukhāḥ · avāpya bhūmāvasapatnamṛddhaṃ rājyaṃ surāṇāmapi cādhipatyam ca+ādhipatyam→cādhipatyam · na tvevāhaṃ jātu nāsaṃ na tvaṃ neme janādhipāḥ na+āsam→nāsaṃ · avyaktādīni bhūtāni vyaktamadhyāni bhārata avyakta+ādīni→avyaktādīni
aḥ a → o a	visarga	70	2.27	sahasaivābhyahanyanta sa śabdastumulo 'bhavat tumulaḥ→śabdastumulo +'bhavat · dharme naṣṭe kulaṃ kṛtsnamadharmo 'bhibhavatyuta adharmaḥ→kṛtsnamadharmo +abhibhavati · dehino 'sminyathā dehe kaumāraṃ yauvanaṃ jarā dehino+asmin · āgamāpāyino 'nityās tāṃstitikṣasva bhārata apāyinaḥ→āgamāpāyino +'nityās
m n → ṃ n	anusvāra / nasal	70	2.27	kiṃ no rājyena govinda kiṃ bhogairjīvitena vā kiṃ+no · yeṣāmarthe kāṅkṣitaṃ no rājyaṃ bhogāḥ sukhāni ca kāṅkṣitaṃ+no · api trailokyarājyasya hetoḥ kiṃ nu mahīkṛte kiṃ+nu · kathaṃ na jñeyamasmābhiḥ pāpādasmānnivartitum kathaṃ+na
a e → ai	vowel coalescence	69	2.24	paśyaitāṃ pāṇḍuputrāṇāmācārya mahatīṃ camūm paśya+etām→paśyaitāṃ · nabhaśca pṛthivīṃ caiva tumulo vyanunādayan ca+eva→caiva · uvāca pārtha paśyaitānsamavetānkurūniti paśya+etān→paśyaitānsamavetānkurūniti · saṃkaro narakāyaiva kulaghnānāṃ kulasya ca narakāya+eva→narakāyaiva
