rule	category	count	pct	examples
a a → ā	vowel coalescence	176	30.09	pramāṇaprameyasaṃśayaprayojanadṛṣṭāntasiddhāntāvayavatarkanirṇayavādajalpavitaṇḍāhetvābhāsacchalajātinigrahasthānānām tattvajñānāt niḥśreyasādhigamaḥ niḥśreyasa+adhigamaḥ→niḥśreyasādhigamaḥ · duḥkhajanmapravṛttidoṣamithyājñānānām uttarottarāpāye tadanantarāpāyāt apavargaḥ uttarottara+apāye→uttarottarāpāye · pratyakṣānumānopamānaśabdāḥ pramāṇāni pratyakṣa+anumāna→pratyakṣānumānopamānaśabdāḥ · indriyārthasannikarṣotpannaṃ jñānam avyapadeśyam avyabhicāri vyavasāyātmakaṃ pratyakṣam indriya+artha→indriyārthasannikarṣotpannaṃ
a ā → ā	vowel coalescence	31	5.3	indriyārthasannikarṣotpannaṃ jñānam avyapadeśyam avyabhicāri vyavasāyātmakaṃ pratyakṣam vyavasāya+ātmakam→vyavasāyātmakaṃ · pratyakṣādīnām aprāmāṇyaṃ traikālyāsiddheḥ pratyakṣa+ādīnām→pratyakṣādīnām · nātmamanasoḥ sannikarṣābhāve pratyakṣotpattiḥ na+ātma→nātmamanasoḥ · dhāraṇākarṣaṇopapatteśca dhāraṇa+ākarṣaṇa→dhāraṇākarṣaṇopapatteśca
a u → o	vowel coalescence	26	4.44	āptopadeśaḥ śabdaḥ āpta+upadeśaḥ→āptopadeśaḥ · pramāṇatarkasādhanopālambhaḥ siddhāntāviruddhaḥ pañcāvayavopapannaḥ pakṣapratipakṣaparigraho vādaḥ pañcāvayava+upapannaḥ→pañcāvayavopapannaḥ · yatra saṃśayaḥ tatra evam uttarottaraprasaṅgaḥ uttara+uttara→uttarottaraprasaṅgaḥ · pūrvaṃ hi pramāṇasiddhau na indriyārthasannikarṣāt pratyakṣotpattiḥ pratyakṣa+utpattiḥ→pratyakṣotpattiḥ
t a → d a	consonant / other	23	3.93	vyabhicārādahetuḥ vyabhicārāt+ahetuḥ→vyabhicārādahetuḥ · kramanirdeśād apratiṣedhaḥ nirdeśāt→kramanirdeśād +a · tatkāritatvād ahetuḥ tvāt→tatkāritatvād +ahetuḥ · nimittānimittayor arthāntarabhāvād apratiṣedhaḥ bhāvāt→arthāntarabhāvād +apratiṣedhaḥ
m p → ṃ p	anusvāra / nasal	19	3.25	indriyārthasannikarṣotpannaṃ jñānam avyapadeśyam avyabhicāri vyavasāyātmakaṃ pratyakṣam ātmakam→vyavasāyātmakaṃ +pratyakṣam · atha tatpūrvakaṃ trividham anumānaṃ pūrvavat śeṣavat sāmānyatodṛṣṭaṃ ca anumānaṃ+pūrvavat · sādharmyavaidharmyābhyāṃ pratyavasthānaṃ jātiḥ vaidharmyābhyām→sādharmyavaidharmyābhyāṃ +pratyavasthānaṃ · pramāṇataḥ siddheḥ pramāṇānāṃ pramāṇāntarasiddhiprasaṅgaḥ pramāṇānāṃ+pramāṇa
i a → y a	vowel coalescence	16	2.74	samānānekadharmopapatteḥ vipratipatteḥ upalabdhyanupalabdhyavyavasthātaśca viśeṣāpekṣo vimarśaḥ saṃśayaḥ upalabdhi+anupalabdhi→upalabdhyanupalabdhyavyavasthātaśca · vipratipattyavyavasthādhyavasāyāt ca vipratipatti+avyavasthā→vipratipattyavyavasthādhyavasāyāt · yugapatsiddhau pratyarthaniyatatvāt kramavṛttitvābhāvo buddhīnām prati+artha→pratyarthaniyatatvāt · vidhyarthavādānuvādavacanaviniyogāt vidhi+artha→vidhyarthavādānuvādavacanaviniyogāt
ḥ a → r a	visarga	16	2.74	aviśeṣābhihite arthe vaktur abhiprāyāt arthāntarakalpanā vākchalam vaktur+abhiprāyāt · vipratipattir apratipattiśca nigrahasthānam vipratipattir+apratipattiḥ · pratyakṣalakṣaṇānupapattir asamagravacanāt anupapattiḥ→pratyakṣalakṣaṇānupapattir +asamagra · arthāpattir apramāṇam anaikāntikatvāt arthāpattir+apramāṇam
m t → ṃ t	anusvāra / nasal	11	1.88	atha tatpūrvakaṃ trividham anumānaṃ pūrvavat śeṣavat sāmānyatodṛṣṭaṃ ca pūrvakam→tatpūrvakaṃ +trividham · pratyakṣādīnām aprāmāṇyaṃ traikālyāsiddheḥ aprāmāṇyaṃ+traikālya · lakṣiteṣvalakṣaṇalakṣitatvāt alakṣitānāṃ tatprameyasiddheḥ alakṣitānāṃ+tad · pārthivāpyataijasaṃ tadguṇopalabdheḥ taijasam→pārthivāpyataijasaṃ +tad
aḥ v → o v	visarga	10	1.71	pṛthivī āpaḥ tejo vāyurākāśam iti bhūtāni tejo+vāyuḥ · samānānekadharmopapatteḥ vipratipatteḥ upalabdhyanupalabdhyavyavasthātaśca viśeṣāpekṣo vimarśaḥ saṃśayaḥ apekṣaḥ→viśeṣāpekṣo +vimarśaḥ · pramāṇatarkasādhanopālambhaḥ siddhāntāviruddhaḥ pañcāvayavopapannaḥ pakṣapratipakṣaparigraho vādaḥ parigrahaḥ→pakṣapratipakṣaparigraho +vādaḥ · saḥ pratipakṣasthāpanāhīno vitaṇḍā hīnaḥ→pratipakṣasthāpanāhīno +vitaṇḍā
m c → ṃ c	anusvāra / nasal	8	1.37	atha tatpūrvakaṃ trividham anumānaṃ pūrvavat śeṣavat sāmānyatodṛṣṭaṃ ca sāmānyatodṛṣṭaṃ+ca · tat trividham vākchalaṃ sāmānyacchalam upacāracchalaṃ ca iti upacāracchalaṃ+ca · suptavyāsaktamanasāṃ ca indriyārthayoḥ sannikarṣanimittatvāt manasām→suptavyāsaktamanasāṃ +ca · pratiṣedhāprāmāṇyaṃ cānaikāntikatvāt aprāmāṇyam→pratiṣedhāprāmāṇyaṃ +ca
