rule	category	count	pct	examples
a a → ā	vowel coalescence	24	7.5	atha yogānuśāsanam yoga+anuśāsanam→yogānuśāsanam · pratyakṣānumānāgamāḥ pramāṇāni pratyakṣa+anumāna→pratyakṣānumānāgamāḥ · sa pūrveṣām api guruḥ kālenānavacchedāt kālena+anavacchedāt→kālenānavacchedāt · tataḥ pratyakcetanādhigamo 'py antarāyābhāvaś ca antarāya+abhāvaḥ→antarāyābhāvaś
a ā → ā	vowel coalescence	13	4.06	dṛṣṭānuśravikaviṣayavitṛṣṇasya vaśīkārasaṃjñā vairāgyam dṛṣṭa+ānuśravika→dṛṣṭānuśravikaviṣayavitṛṣṇasya · dṛgdarśanaśaktyor ekātmataivāsmitā eka+ātma→ekātmataivāsmitā · tadartha eva dṛśyasyātmā dṛśyasya+ātmā→dṛśyasyātmā · sa tu bāhyābhyantarastambhavṛttir deśakālasaṃkhyābhiḥ paridṛṣṭo dīrghasūkṣmaḥ bāhya+ābhyantara→bāhyābhyantarastambhavṛttir
ḥ c → ś c	visarga	8	2.5	yogaś cittavṛttinirodhaḥ yogaś+citta · tataḥ pratyakcetanādhigamo 'py antarāyābhāvaś ca abhāvaḥ→antarāyābhāvaś +ca · samādhibhāvanārthaḥ kleśatanūkaraṇārthaś ca arthaḥ→kleśatanūkaraṇārthaś +ca · deśabandhaś cittasya dhāraṇā bandhaḥ→deśabandhaś +cittasya
ḥ a → r a	visarga	8	2.5	kleśakarmavipākāśayair aparāmṛṣṭaḥ puruṣaviśeṣa īśvaraḥ āśayaiḥ→kleśakarmavipākāśayair +aparāmṛṣṭaḥ · anityāśuciduḥkhānātmasu nityaśucisukhātmakhyātir avidyā khyātiḥ→nityaśucisukhātmakhyātir +avidyā · tasya hetur avidyā hetur+avidyā · vivekakhyātir aviplavā hānopāyaḥ khyātiḥ→vivekakhyātir +aviplavā
m s → ṃ s	anusvāra / nasal	7	2.19	tatra niratiśayaṃ sarvajñabījam niratiśayaṃ+sarva · maitrīkaruṇāmuditopekṣāṇāṃ sukhaduḥkhapuṇyāpuṇyaviṣayāṇāṃ bhāvanātaś cittaprasādanam upekṣāṇām→maitrīkaruṇāmuditopekṣāṇāṃ +sukha · asteyapratiṣṭhāyāṃ sarvaratnopasthānam pratiṣṭhāyām→asteyapratiṣṭhāyāṃ +sarva · sattvapuruṣānyatākhyātimātrasya sarvabhāvādhiṣṭhātṛtvaṃ sarvajñātṛtvaṃ ca tvam→sarvabhāvādhiṣṭhātṛtvaṃ +sarvajñātṛ
ḥ t → s t	visarga	7	2.19	tajjapas tadarthabhāvanam japaḥ→tajjapas +tad · vyādhistyānasaṃśayapramādālasyāviratibhrāntidarśanālabdhabhūmikatvānavasthitatvāni cittavikṣepās te 'ntarāyāḥ vikṣepāḥ→cittavikṣepās +te · dhyānaheyās tadvṛttayaḥ heyāḥ→dhyānaheyās +tad · jātilakṣaṇadeśair anyatānavacchedāt tulyayos tataḥ pratipattiḥ tulyayos+tataḥ
aḥ a → o a	visarga	6	1.88	virāmapratyayābhyāsapūrvaḥ saṃskāraśeṣo 'nyaḥ śeṣaḥ→saṃskāraśeṣo +'nyaḥ · tataḥ pratyakcetanādhigamo 'py antarāyābhāvaś ca adhigamaḥ→pratyakcetanādhigamo +'py · paramāṇuparamamahattvānto 'sya vaśīkāraḥ antaḥ→paramāṇuparamamahattvānto +'sya · svarasavāhī viduṣo 'pi tathārūḍho 'bhiniveśaḥ ārūḍhaḥ→tathārūḍho +'bhiniveśaḥ
m v → ṃ v	anusvāra / nasal	6	1.88	vītarāgaviṣayaṃ vā cittam viṣayam→vītarāgaviṣayaṃ +vā · svapnanidrājñānālambanaṃ vā ālambanam→svapnanidrājñānālambanaṃ +vā · pariṇāmatāpasaṃskāraduḥkhaguṇavṛttirodhāc ca duḥkham eva sarvaṃ vivekinaḥ sarvaṃ+vivekinaḥ · brahmacaryapratiṣṭhāyāṃ vīryalābhaḥ pratiṣṭhāyām→brahmacaryapratiṣṭhāyāṃ +vīrya
m p → ṃ p	anusvāra / nasal	5	1.56	tatparaṃ puruṣakhyāter guṇavaitṛṣṇyam param→tatparaṃ +puruṣa · kṛtārthaṃ prati naṣṭam apy anaṣṭaṃ tadanyasādhāraṇatvāt kṛtārthaṃ+prati · svaviṣayāsaṃprayoge cittasvarūpānukāra ivendriyāṇāṃ pratyāhāraḥ indriyāṇām→ivendriyāṇāṃ +pratyāhāraḥ · sthānyupanimantraṇe saṅgasmayākaraṇaṃ punar aniṣṭaprasaṅgāt akaraṇam→saṅgasmayākaraṇaṃ +punar
s p → ḥ p	consonant / other	5	1.56	tataḥ pratyakcetanādhigamo 'py antarāyābhāvaś ca tataḥ+pratyakcetanā · tataḥ paramā vaśyatendriyāṇām tataḥ+paramā · tataḥ prātibhaśrāvaṇavedanādarśāsvādavārttā jāyante tataḥ+prātibha · bahirakalpitā vṛttir mahāvidehā tataḥ prakāśāvaraṇakṣayaḥ tataḥ+prakāśa
