rule	category	count	pct	examples
a a → ā	vowel coalescence	10	9.9	ye cānye purojātasahajātapaścājjātādayasta eteṣvevāntarbhūtāḥ ca+anye→cānye · ata evāvadhārayati pratyayo nāsti pañcama iti eva+avadhārayati→evāvadhārayati · ata evāvadhārayati pratyayo nāsti pañcama iti na+asti→nāsti · tasmānna cāsti bhāvānāṃ pratyayādiṣu svabhāvaḥ ca+asti→cāsti
a ā → ā	vowel coalescence	8	7.92	utpadyamāno dharmo yenālambanenotpadyate sa tasyālambanapratyayaḥ yena+ālambanena→yenālambanenotpadyate · utpadyamāno dharmo yenālambanenotpadyate sa tasyālambanapratyayaḥ tasya+ālambana→tasyālambanapratyayaḥ · īśvarādayastu pratyayā eva na sambhavantīti īśvara+ādayaḥ→īśvarādayastu · tasmānna cāsti bhāvānāṃ pratyayādiṣu svabhāvaḥ pratyaya+ādiṣu→pratyayādiṣu
m p → ṃ p	anusvāra / nasal	7	6.93	atrocyate naiva hi bhāvānāṃ parabhūtebhyaḥ pratyayebhya utpattiriti bhāvānāṃ+para · tasmānna cāsti bhāvānāṃ pratyayādiṣu svabhāvaḥ bhāvānāṃ+pratyaya · tatkimapekṣaṃ paratvaṃ pratyayādīnām paratvaṃ+pratyaya · tatkimapekṣaṃ paratvaṃ pratyayādīnām apekṣam→tatkimapekṣaṃ +paratvaṃ
ḥ u → Ø u	visarga	6	5.94	atrocyate naiva hi bhāvānāṃ parabhūtebhyaḥ pratyayebhya utpattiriti pratyayebhya+utpattiḥ · yadi hi hetvādiṣu parabhūteṣu pratyayeṣu samasteṣu vyasteṣu vyastasamasteṣu hetupratyayasāmagryā anyatra vā kvacid bhāvānāṃ kāryāṇāmutpādātpūrvaṃ sattvaṃ syāt syāttebhya utpādaḥ tebhyaḥ→syāttebhya +utpādaḥ · bhavanaṃ bhāva utpādaḥ bhāva+utpādaḥ · parebhya utpādaḥ parabhāvaḥ parebhya+utpādaḥ
aḥ n → o n	visarga	4	3.96	kāraṇasyānantaro nirodhaḥ kāryasyotpattipratyayaḥ anantaraḥ→kāraṇasyānantaro +nirodhaḥ · tadyathā bījasyānantaro nirodho 'ṅkurasyotpādapratyayaḥ anantaraḥ→bījasyānantaro +nirodho · ata evāvadhārayati pratyayo nāsti pañcama iti pratyayo+na · athavā bhāvānāṃ kāryāṇām aṅkurādīnāṃ bījādiṣu pratyayeṣu satsvavikṛtarūpeṣu nāsti svabhāvo nirhetukatvaprasaṅgāt svabhāvo+nirhetuka
a u → o	vowel coalescence	4	3.96	kāraṇasyānantaro nirodhaḥ kāryasyotpattipratyayaḥ kāryasya+utpatti→kāryasyotpattipratyayaḥ · atrocyate naiva hi bhāvānāṃ parabhūtebhyaḥ pratyayebhya utpattiriti atra+ucyate→atrocyate · yadi syād gṛhyeta cotpādavaiyarthyaṃ ca syāt ca+utpāda→cotpādavaiyarthyaṃ · vidyamānayoreva hi maitropagrāhakayoḥ parasparāpekṣaṃ paratvam maitra+upagrāhakayoḥ→maitropagrāhakayoḥ
ḥ i → r i	visarga	3	2.97	tatra nirvartako heturiti lakṣaṇāt yo hi yasya nirvartako bījabhāvenāvasthitaḥ sa tasya hetupratyayaḥ hetuḥ+iti→heturiti · tasmādebhyaḥ parabhūtebhyo bhāvānāmutpattirasti parata utpattiriti utpattiḥ+iti→utpattiriti · atrocyate naiva hi bhāvānāṃ parabhūtebhyaḥ pratyayebhya utpattiriti utpattiḥ+iti→utpattiriti
a e → ai	vowel coalescence	3	2.97	atrocyate naiva hi bhāvānāṃ parabhūtebhyaḥ pratyayebhya utpattiriti na+eva→naiva · na caivaṃ yadutpādātpūrvaṃ saṃbhavaḥ syāt ca+evam→caivaṃ · na caivaṃ bījāṅkurayoryaugapadyam ca+evam→caivaṃ
m s → ṃ s	anusvāra / nasal	3	2.97	yadi hi hetvādiṣu parabhūteṣu pratyayeṣu samasteṣu vyasteṣu vyastasamasteṣu hetupratyayasāmagryā anyatra vā kvacid bhāvānāṃ kāryāṇāmutpādātpūrvaṃ sattvaṃ syāt syāttebhya utpādaḥ sattvaṃ+syāt · yadi hi hetvādiṣu parabhūteṣu pratyayeṣu samasteṣu vyasteṣu vyastasamasteṣu hetupratyayasāmagryā anyatra vā kvacid bhāvānāṃ kāryāṇāmutpādātpūrvaṃ sattvaṃ syāt syāttebhya utpādaḥ pūrvam→kāryāṇāmutpādātpūrvaṃ +sattvaṃ · na caivaṃ yadutpādātpūrvaṃ saṃbhavaḥ syāt pūrvam→yadutpādātpūrvaṃ +saṃbhavaḥ
m b → ṃ b	anusvāra / nasal	3	2.97	athavā bhāvānāṃ kāryāṇām aṅkurādīnāṃ bījādiṣu pratyayeṣu satsvavikṛtarūpeṣu nāsti svabhāvo nirhetukatvaprasaṅgāt ādīnām→aṅkurādīnāṃ +bīja · na caivaṃ bījāṅkurayoryaugapadyam evam→caivaṃ +bīja · tasmād avidyamāne svabhāve kāryāṇāṃ parabhāvaḥ paratvaṃ bījādīnāṃ nāstīti paravyapadeśābhāvādeva na parata utpāda iti paratvaṃ+bīja
aḥ h → o h	visarga	2	1.98	tatra nirvartako heturiti lakṣaṇāt yo hi yasya nirvartako bījabhāvenāvasthitaḥ sa tasya hetupratyayaḥ nirvartako+hetuḥ · tatra nirvartako heturiti lakṣaṇāt yo hi yasya nirvartako bījabhāvenāvasthitaḥ sa tasya hetupratyayaḥ yo+hi
ḥ t → Ø t	visarga	2	1.98	tatra nirvartako heturiti lakṣaṇāt yo hi yasya nirvartako bījabhāvenāvasthitaḥ sa tasya hetupratyayaḥ sa+tasya · utpadyamāno dharmo yenālambanenotpadyate sa tasyālambanapratyayaḥ sa+tasya
