rule	category	count	pct	examples
a a → ā	vowel coalescence	772	5.91	kāmyo hi vedādhigamaḥ karmayogaś ca vaidikaḥ veda+adhigamaḥ→vedādhigamaḥ · iha kīrtim avāpnoti pretya cānuttamaṃ sukham ca+anuttamam→cānuttamaṃ · te sarvārtheṣv amīmāṃsye tābhyāṃ dharmo hi nirbabhau sarva+artheṣu→sarvārtheṣv · tasya śāstre 'dhikāro 'smiñ jñeyo nānyasya kasyacit na+anyasya→nānyasya
m c → ṃ c	anusvāra / nasal	533	4.08	kurukṣetraṃ ca matsyāś ca pañcālāḥ śūrasenakāḥ kurukṣetraṃ+ca · svaṃ svaṃ caritraṃ śikṣeran pṛthivyāṃ sarvamānavāḥ svaṃ+caritraṃ · baijikaṃ gārbhikaṃ caino dvijānām apamṛjyate gārbhikaṃ+ca · mantravat prāśanaṃ cāsya hiraṇyamadhusarpiṣām prāśanaṃ+ca
ḥ t → s t	visarga	442	3.38	hṛdayenābhyanujñāto yo dharmas taṃ nibodhata dharmas+taṃ · ācāraś caiva sādhūnām ātmanas tuṣṭir eva ca ātmanas+tuṣṭir · śrutis tu vedo vijñeyo dharmaśāstraṃ tu vai smṛtiḥ śrutis+tu · kṛṣṇasāras tu carati mṛgo yatra svabhāvataḥ kṛṣṇasāras+tu
m p → ṃ p	anusvāra / nasal	441	3.37	yathedam uktavān śāstraṃ purā pṛṣṭo manur mayā śāstraṃ+purā · etac caturvidhaṃ prāhuḥ sākṣād dharmasya lakṣaṇam caturvidhaṃ+prāhuḥ · dharmaṃ jijñāsamānānāṃ pramāṇaṃ paramaṃ śrutiḥ jijñāsamānānāṃ+pramāṇaṃ · dharmaṃ jijñāsamānānāṃ pramāṇaṃ paramaṃ śrutiḥ pramāṇaṃ+paramaṃ
m s → ṃ s	anusvāra / nasal	437	3.34	ghore 'smin bhūtasaṃsāre nityaṃ satatayāyini nityaṃ+satata · vedo 'khilo dharmamūlaṃ smṛtiśīle ca tadvidām mūlam→dharmamūlaṃ +smṛti · iha kīrtim avāpnoti pretya cānuttamaṃ sukham anuttamam→cānuttamaṃ +sukham · varṇānāṃ sāntarālānāṃ sa sadācāra ucyate varṇānāṃ+sa
a e → ai	vowel coalescence	434	3.32	kāmātmatā na praśastā na caivehāsty akāmatā ca+eva→caivehāsty · ācāraś caiva sādhūnām ātmanas tuṣṭir eva ca ca+eva→caiva · udite 'nudite caiva samayādhyuṣite tathā ca+eva→caiva · naitair apūtair vidhivad āpady api hi karhicit na+etaiḥ→naitair
ḥ c → ś c	visarga	411	3.14	arogāḥ sarvasiddhārthāś caturvarṣaśatāyuṣaḥ arthāḥ→sarvasiddhārthāś +catur · kāmyo hi vedādhigamaḥ karmayogaś ca vaidikaḥ karmayogaś+ca · vratāni yamadharmāś ca sarve saṃkalpajāḥ smṛtāḥ dharmāḥ→yamadharmāś +ca · ācāraś caiva sādhūnām ātmanas tuṣṭir eva ca ācāraś+ca
m v → ṃ v	anusvāra / nasal	398	3.04	arthakāmeṣv asaktānāṃ dharmajñānaṃ vidhīyate jñānam→dharmajñānaṃ +vidhīyate · sarvathā vartate yajña itīyaṃ vaidikī śrutiḥ iyam→itīyaṃ +vaidikī · tayor evāntaraṃ giryor āryāvartaṃ vidur budhāḥ āryāvartaṃ+vidur · nāmadheyaṃ daśamyāṃ tu dvādaśyāṃ vāsya kārayet dvādaśyāṃ+vā
m t → ṃ t	anusvāra / nasal	353	2.7	sarvaṃ tu samavekṣyedaṃ nikhilaṃ jñānacakṣuṣā sarvaṃ+tu · śrutis tu vedo vijñeyo dharmaśāstraṃ tu vai smṛtiḥ śāstram→dharmaśāstraṃ +tu · śrutidvaidhaṃ tu yatra syāt tatra dharmāv ubhau smṛtau dvaidham→śrutidvaidhaṃ +tu · nāmadheyaṃ daśamyāṃ tu dvādaśyāṃ vāsya kārayet daśamyāṃ+tu
i a → y a	vowel coalescence	288	2.2	tathedaṃ yūyam apy adya matsakāśāt nibodhata apy+adya · kāmātmatā na praśastā na caivehāsty akāmatā asti→caivehāsty +akāma · teṣu samyag vartamāno gacchaty amaralokatām gacchaty+amara · naitair apūtair vidhivad āpady api hi karhicit āpady+api
m n → ṃ n	anusvāra / nasal	262	2.0	hṛdayenābhyanujñāto yo dharmas taṃ nibodhata taṃ+nibodhata · sarvaṃ tu samavekṣyedaṃ nikhilaṃ jñānacakṣuṣā idam→samavekṣyedaṃ +nikhilaṃ · mātaraṃ vā svasāraṃ vā mātur vā bhaginīṃ nijām bhaginīṃ+nijām · bhikṣeta bhikṣām prathamaṃ yā cainaṃ nāvamānayet enam→cainaṃ +na
m k → ṃ k	anusvāra / nasal	258	1.97	mahāyajñaiś ca yajñaiś ca brāhmīyaṃ kriyate tanuḥ iyam→brāhmīyaṃ +kriyate · ṣaṣṭhe 'nnaprāśanaṃ māsi yad veṣṭaṃ maṅgalaṃ kule maṅgalaṃ+kule · nocchiṣṭaṃ kasyacid dadyān nādyād etat tathāntarā ucchiṣṭam→nocchiṣṭaṃ +kasyacid · na caivātyaśanaṃ kuryān na cocchiṣṭaḥ kvacid vrajet atyaśanam→caivātyaśanaṃ +kuryān
a ā → ā	vowel coalescence	228	1.74	kāmātmatā na praśastā na caivehāsty akāmatā kāma+ātma→kāmātmatā · niṣekādiśmaśānānto mantrair yasyodito vidhiḥ niṣeka+ādi→niṣekādiśmaśānānto · vaidikaiḥ karmabhiḥ puṇyair niṣekādir dvijanmanām niṣeka+ādiḥ→niṣekādir · brāhmān yaunāṃś ca sambandhān nācared brāhmaṇaḥ saha na+ācaret→nācared
m d → ṃ d	anusvāra / nasal	220	1.68	taṃ devanirmitaṃ deśaṃ brahmāvartaṃ pracakṣate taṃ+deva · taṃ devanirmitaṃ deśaṃ brahmāvartaṃ pracakṣate nirmitam→devanirmitaṃ +deśaṃ · nāmadheyaṃ daśamyāṃ tu dvādaśyāṃ vāsya kārayet nāmadheyaṃ+daśamyāṃ · maṅgalyaṃ dīrghavarṇāntam āśīrvādābhidhānavat maṅgalyaṃ+dīrgha
t a → d a	consonant / other	209	1.6	sarasvatīdṛṣadvatyor devanadyor yad antaram yad+antaram · eṣa brahmarṣideśo vai brahmāvartād anantaraḥ brahmāvartād+anantaraḥ · etaddeśaprasūtasya sakāśād agrajanmanaḥ sakāśād+agrajanmanaḥ · himavadvindhyayor madhyaṃ yat prāg vinaśanād api vinaśanād+api
aḥ v → o v	visarga	207	1.58	brāhmaṇeṣu ca vidvāṃso vidvatsu kṛtabuddhayaḥ vidvāṃso+vidvatsu · saṃkalpamūlaḥ kāmo vai yajñāḥ saṃkalpasambhavāḥ kāmo+vai · śrutis tu vedo vijñeyo dharmaśāstraṃ tu vai smṛtiḥ vedo+vijñeyo · sa sādhubhir bahiṣkāryo nāstiko vedanindakaḥ nāstiko+veda
ā a → ā	vowel coalescence	204	1.56	nāmadheyaṃ daśamyāṃ tu dvādaśyāṃ vāsya kārayet vā+asya→vāsya · nocchiṣṭaṃ kasyacid dadyān nādyād etat tathāntarā tathā+antarā→tathāntarā · sāvitrīm apy adhīyīta gatvāraṇyaṃ samāhitaḥ gatvā+araṇyam→gatvāraṇyaṃ · tayor anyataraḥ praiti vidveṣaṃ vādhigacchati vā+adhigacchati→vādhigacchati
a u → o	vowel coalescence	199	1.52	strīṇāṃ sukhodyam akrūraṃ vispaṣṭārthaṃ manoharam sukha+udyam→sukhodyam · garbhāṣṭame 'bde kurvīta brāhmaṇasyopanāyanam brāhmaṇasya+upanāyanam→brāhmaṇasyopanāyanam · bhuktvā copaspṛśet samyag adbhiḥ khāni ca saṃspṛśet ca+upaspṛśet→copaspṛśet · nocchiṣṭaṃ kasyacid dadyān nādyād etat tathāntarā na+ucchiṣṭam→nocchiṣṭaṃ
m y → ṃ y	anusvāra / nasal	162	1.24	tathedaṃ yūyam apy adya matsakāśāt nibodhata idam→tathedaṃ +yūyam · himavadvindhyayor madhyaṃ yat prāg vinaśanād api madhyaṃ+yat · pradakṣiṇaṃ parītyāgniṃ cared bhaikṣaṃ yathāvidhi bhaikṣaṃ+yathāvidhi · bhikṣeta bhikṣām prathamaṃ yā cainaṃ nāvamānayet prathamaṃ+yā
t v → d v	consonant / other	162	1.24	himavadvindhyayor madhyaṃ yat prāg vinaśanād api himavat+vindhyayoḥ→himavadvindhyayor · śūdras tu yasmin kasmin vā nivased vṛttikarśitaḥ nivased+vṛtti · ṣaṣṭhe 'nnaprāśanaṃ māsi yad veṣṭaṃ maṅgalaṃ kule yad+vā · kārpāsam upavītaṃ syād viprasyordhvavṛtaṃ trivṛt syād+viprasya
m ś → ṃ ś	anusvāra / nasal	154	1.18	dharmaṃ jijñāsamānānāṃ pramāṇaṃ paramaṃ śrutiḥ paramaṃ+śrutiḥ · svaṃ svaṃ caritraṃ śikṣeran pṛthivyāṃ sarvamānavāḥ caritraṃ+śikṣeran · vaiśyasya dhanasaṃyuktaṃ śūdrasya tu jugupsitam saṃyuktam→dhanasaṃyuktaṃ +śūdrasya · vaiśyasya puṣṭisaṃyuktaṃ śūdrasya preṣyasaṃyutam saṃyuktam→puṣṭisaṃyuktaṃ +śūdrasya
