rule	category	count	pct	examples
a a → ā	vowel coalescence	367	10.89	atha iti ayam adhikārārthaḥ adhikāra+arthaḥ→adhikārārthaḥ · yogānuśāsanaṃ śāstram adhikṛtaṃ veditavyam yoga+anuśāsanam→yogānuśāsanaṃ · sa ca vitarkānugato vicārānugata ānandānugato 'smitānugata iti upariṣṭāt pravedayiṣyāmaḥ vicāra+anugataḥ→vicārānugata · tasya lakṣaṇābhidhitsayedaṃ sūtraṃ pravavṛte lakṣaṇa+abhidhitsayā→lakṣaṇābhidhitsayedaṃ
ḥ i → Ø i	visarga	138	4.09	yas tv ekāgre cetasi sadbhūtam arthaṃ pradyotayati kṣiṇoti ca kleśān karmabandhanāni ślathayati nirodham abhimukhaṃ karoti sa samprajñāto yoga ity ākhyāyate yoga+ity · sa ca vitarkānugato vicārānugata ānandānugato 'smitānugata iti upariṣṭāt pravedayiṣyāmaḥ anugataḥ→'smitānugata +iti · sarvaśabdāgrahaṇāt samprajñāto 'pi yoga ity ākhyāyate yoga+ity · dvividhaḥ sa yogaḥ cittavṛttinirodha iti nirodhaḥ→cittavṛttinirodha +iti
a ā → ā	vowel coalescence	117	3.47	kleśahetukāḥ karmāśayapracayakṣetrībhūtāḥ kliṣṭāḥ karma+āśaya→karmāśayapracayakṣetrībhūtāḥ · tatra grahaṇākārapūrvā buddhiḥ grahaṇa+ākāra→grahaṇākārapūrvā · grāhyākārapūrvā smṛtiḥ grāhya+ākāra→grāhyākārapūrvā · athāsāṃ nirodhe ka upāya iti atha+āsām→athāsāṃ
m p → ṃ p	anusvāra / nasal	95	2.82	yas tv ekāgre cetasi sadbhūtam arthaṃ pradyotayati kṣiṇoti ca kleśān karmabandhanāni ślathayati nirodham abhimukhaṃ karoti sa samprajñāto yoga ity ākhyāyate arthaṃ+pradyotayati · tasya lakṣaṇābhidhitsayedaṃ sūtraṃ pravavṛte sūtraṃ+pravavṛte · tat paraṃ prasaṃkhyānam ity ācakṣate dhyāyinaḥ paraṃ+prasaṃkhyānam · indriyapraṇālikayā cittasya bāhyavastūparāgāt tadviṣayā sāmānyaviśeṣātmano 'rthasya viśeṣāvadhāraṇapradhānā vṛttiḥ pratyakṣaṃ pramāṇam pratyakṣaṃ+pramāṇam
ḥ t → s t	visarga	92	2.73	yas tv ekāgre cetasi sadbhūtam arthaṃ pradyotayati kṣiṇoti ca kleśān karmabandhanāni ślathayati nirodham abhimukhaṃ karoti sa samprajñāto yoga ity ākhyāyate yas+tv · eta eva svasaṃjñābhiḥ tamo moho mahāmohas tāmisro 'ndhatāmisra iti mahāmohas+tāmisro · yadā citir eva puruṣas tadā kim atra kena vyapadiśyate puruṣas+tadā · grāhyoparaktaḥ pratyayo grāhyagrahaṇobhayākāranirbhāsas tajjātīyakaṃ saṃskāram ārabhate nirbhāsaḥ→grāhyagrahaṇobhayākāranirbhāsas +tad
m s → ṃ s	anusvāra / nasal	92	2.73	prakhyārūpaṃ hi cittasattvam rajastamobhyāṃ saṃsṛṣṭam aiśvaryaviṣayapriyaṃ bhavati tamobhyām→rajastamobhyāṃ +saṃsṛṣṭam · tad eva prakṣīṇamohāvaraṇaṃ sarvataḥ pradyotamānam anuviddhaṃ rajomātrayā dharmajñānavairāgyaiśvaryopagaṃ bhavati āvaraṇam→prakṣīṇamohāvaraṇaṃ +sarvataḥ · tad eva rajoleśamalāpetaṃ svarūpapratiṣṭhaṃ sattvapuruṣānyatākhyātimātraṃ dharmameghadhyānopagaṃ bhavati apetam→rajoleśamalāpetaṃ +sva · tad eva rajoleśamalāpetaṃ svarūpapratiṣṭhaṃ sattvapuruṣānyatākhyātimātraṃ dharmameghadhyānopagaṃ bhavati pratiṣṭham→svarūpapratiṣṭhaṃ +sattva
i a → y a	vowel coalescence	91	2.7	kliṣṭapravāhapatitā apy akliṣṭāḥ apy+akliṣṭāḥ · kliṣṭacchidreṣv apy akliṣṭā bhavanti akliṣṭacchidreṣu kliṣṭā iti apy+akliṣṭā · seyaṃ pañcaparvā bhavaty avidyā avidyāsmitārāgadveṣābhiniveśāḥ kleśā iti bhavaty+avidyā · duḥkham aham asvāpsam styānaṃ me mano bhramaty anavasthitam bhramaty+anavasthitam
m v → ṃ v	anusvāra / nasal	88	2.61	yogānuśāsanaṃ śāstram adhikṛtaṃ veditavyam adhikṛtaṃ+veditavyam · kṣiptaṃ mūḍhaṃ vikṣiptaṃ ekāgraṃ niruddham iti cittabhūmayaḥ mūḍhaṃ+vikṣiptaṃ · atas tasyāṃ viraktaṃ cittaṃ tām api khyātiṃ niruṇaddhi tadavasthaṃ cittaṃ saṃskāropagaṃ bhavati sa nirbījaḥ samādhiḥ na tatra kiṃcit samprajñāyata iti asaṃprajñātaḥ tasyāṃ+viraktaṃ · evaṃ vṛttisaṃskāracakram aniśam āvartate evaṃ+vṛtti
m c → ṃ c	anusvāra / nasal	76	2.25	atas tasyāṃ viraktaṃ cittaṃ tām api khyātiṃ niruṇaddhi tadavasthaṃ cittaṃ saṃskāropagaṃ bhavati sa nirbījaḥ samādhiḥ na tatra kiṃcit samprajñāyata iti asaṃprajñātaḥ viraktaṃ+cittaṃ · atas tasyāṃ viraktaṃ cittaṃ tām api khyātiṃ niruṇaddhi tadavasthaṃ cittaṃ saṃskāropagaṃ bhavati sa nirbījaḥ samādhiḥ na tatra kiṃcit samprajñāyata iti asaṃprajñātaḥ avastham→tadavasthaṃ +cittaṃ · svarūpapratiṣṭhā tadānīṃ citiśaktir yathā kaivalye vyutthānacitte tu sati tathāpi bhavantī na tathā tadānīṃ+citi · tad evaṃbhūtaṃ cittam avasitādhikāram ātmakalpena vyavatiṣṭhate pralayaṃ vā gacchatīti evaṃbhūtaṃ+cittam
a u → o	vowel coalescence	69	2.05	tatra vikṣipte cetasi vikṣepopasarjanībhūtaḥ samādhir na yogapakṣe vartate vikṣepa+upasarjanī→vikṣepopasarjanībhūtaḥ · atas tasyāṃ viraktaṃ cittaṃ tām api khyātiṃ niruṇaddhi tadavasthaṃ cittaṃ saṃskāropagaṃ bhavati sa nirbījaḥ samādhiḥ na tatra kiṃcit samprajñāyata iti asaṃprajñātaḥ saṃskāra+upagam→saṃskāropagaṃ · āptena dṛṣṭo 'numito vārthaḥ paratra svabodhasaṃkrāntaye śabdenopadiśyate śabdāt tadarthaviṣayā vṛttiḥ śrotur āgamaḥ śabdena+upadiśyate→śabdenopadiśyate · sa na pramāṇopārohī na viparyayopārohī ca pramāṇa+upārohī→pramāṇopārohī
