rule	category	count	pct	examples
a a → ā	vowel coalescence	1658	6.66	dhṛtarāṣṭrānujaḥ pāṇḍuḥ kṣetrajāṃstanayānvane dhṛtarāṣṭra+anujaḥ→dhṛtarāṣṭrānujaḥ · śuśoca saṃjayasyāgre smaranpāṇḍavavikramam saṃjayasya+agre→saṃjayasyāgre · tatrābhavanmahadyuddhaṃ kurupāṇḍavabhūbhṛtām tatra+abhavat→tatrābhavanmahadyuddhaṃ · akṣauhiṇyo daśāṣṭau ca tatraiva nidhanaṃ gatāḥ daśa+aṣṭau→daśāṣṭau
m s → ṃ s	anusvāra / nasal	968	3.89	āśvāsayāmāsa nṛpaṃ saṃjayaḥ samudāharan nṛpaṃ+saṃjayaḥ · apūpaṃ gurave taṃ ca sāmṛtaṃ sa nyavedayat amṛtam→sāmṛtaṃ +sa · uttaṅko nāma tapasā mahasāṃ svamivāśrayaḥ mahasāṃ+svam · paṭaṃ sitāsitaguṇaṃ vayantyau tatra yoṣitau paṭaṃ+sita
m p → ṃ p	anusvāra / nasal	931	3.74	kīrtimanto divaṃ prāpurmāndhātṛnahuṣopamāḥ divaṃ+prāpuḥ · śrutveti sūtātsaṃkṣepaṃ punaḥ papraccha śaunakaḥ saṃkṣepam→sūtātsaṃkṣepaṃ +punaḥ · adṛṣṭaṃ prāpsyasi bhayaṃ na cirāditi abravīt adṛṣṭaṃ+prāpsyasi · tām adṛṣṭvā nṛpaṃ prāha tvadbhāryā kiṃ na dṛśyate nṛpaṃ+prāha
m v → ṃ v	anusvāra / nasal	856	3.44	tataḥ prabhṛti puṇyaṃ tanmunīnāṃ vacasā kila munīnām→tanmunīnāṃ +vacasā · vistāritaṃ vyāsaśiṣyaiḥ śukena ca jagattraye vistāritaṃ+vyāsa · tacchrutvā cakito gatvā muniṃ vavre purohitam muniṃ+vavre · āha pradīyatāṃ vatsa matpatnyā yatsamīhitam pradīyatāṃ+vatsa
m t → ṃ t	anusvāra / nasal	722	2.9	tataḥ prabhṛti puṇyaṃ tanmunīnāṃ vacasā kila puṇyaṃ+tat · kramādanīkinī caitattriguṇaṃ triguṇaṃ bhavet triguṇam→caitattriguṇaṃ +triguṇaṃ · kṣetraṃ tenāsya bhagavānabhavadvarado guruḥ kṣetraṃ+tena · dvibhaikṣyamuparodhāya pareṣāṃ tanna te kṣamam pareṣāṃ+tat
a ā → ā	vowel coalescence	711	2.85	tāḍito bhīmasenādyairmātaraṃ śaraṇaṃ yayau bhīmasena+ādyaiḥ→bhīmasenādyairmātaraṃ · arkapattrāśanātso 'tha kālenāndhyamupāgataḥ kālena+āndhyam→kālenāndhyamupāgataḥ · pauṣyeṇāmantritaḥ śrāddhe dṛṣṭvānnaṃ taṃ śaśāpa saḥ pauṣyeṇa+āmantritaḥ→pauṣyeṇāmantritaḥ · bhikṣurūpo jahārāśu kuṇḍale kila takṣakaḥ jahāra+āśu→jahārāśu
m k → ṃ k	anusvāra / nasal	707	2.84	jahuḥ parasparaṃ kṣatraṃ niḥśeṣā yena bhūrabhūt parasparaṃ+kṣatraṃ · purā kṣatrakṣayaṃ kṛtvā bhargaśiṣyaḥ sa bhārgavaḥ kṣayam→kṣatrakṣayaṃ +kṛtvā · tatrābhavanmahadyuddhaṃ kurupāṇḍavabhūbhṛtām yuddham→tatrābhavanmahadyuddhaṃ +kuru · vedavedāṅgasaṃyuktaṃ bhārataṃ kalmaṣāpaham bhārataṃ+kalmaṣa
ḥ t → s t	visarga	633	2.54	devabhrāḍasya putro 'bhūtsubhrāḍasya sutastataḥ sutaḥ+tatas→sutastataḥ · vanavāsādibhiḥ kleśaiḥ kupitāste mahāraṇe kupitāḥ+te→kupitāste · samantapañcakakṣetre nihatāste mahārathāḥ nihatāḥ+te→nihatāste · bhrātṛbhiḥ sahitastasthau nirvṛto janamejayaḥ sahitaḥ+tasthau→sahitastasthau
aḥ a → o a	visarga	613	2.46	devabhrāḍasya putro 'bhūtsubhrāḍasya sutastataḥ putro+abhūt · samantapañcake kṣetre kathā pṛṣṭo 'bravīcca saḥ pṛṣṭo+abravīt · mamānivedya nārho 'si bhakṣyaṃ bhoktuṃ yatavrataḥ arhaḥ→nārho +'si · arkapattrāśanātso 'tha kālenāndhyamupāgataḥ saḥ→arkapattrāśanātso +'tha
m n → ṃ n	anusvāra / nasal	585	2.35	jahuḥ parasparaṃ kṣatraṃ niḥśeṣā yena bhūrabhūt kṣatraṃ+niḥśeṣā · adṛṣṭaṃ prāpsyasi bhayaṃ na cirāditi abravīt bhayaṃ+na · gururetya tadā cakre taṃ nijajñānabhājanam taṃ+nija · tatrāntaḥpuram āsādya kṣatriyāṃ na dadarśa saḥ kṣatriyāṃ+na
m d → ṃ d	anusvāra / nasal	534	2.14	anīkinīṃ daśaguṇāmāhurakṣauhiṇīṃ budhāḥ anīkinīṃ+daśa · taṃ guruḥ pīvaraṃ dṛṣṭvā prāha kenāsi vartase pīvaraṃ+dṛṣṭvā · vatsa stutvāśvinau dvau tvaṃ divyaṃ cakṣuravāpnuhi tvaṃ+divyaṃ · uttaṅkena tataḥ pṛṣṭā kiṃ dadāmīti tadvadhūḥ kiṃ+dadāmi
m m → ṃ m	anusvāra / nasal	490	1.97	bhāryāsti damayantyākhyā tasyāstvaṃ maṇikuṇḍale tvam→tasyāstvaṃ +maṇi · vāraya pratiśāpaṃ me tvamapi kṣmābhṛtāṃ vara pratiśāpaṃ+me · uttaṅko 'thābravītpauṣyaṃ tvaduktaṃ mā na bādhate uktam→tvaduktaṃ +mā · dhmāyamānasya tasyāgniḥ sadhūmaḥ srotasāṃ mukhaiḥ srotasāṃ+mukhaiḥ
m ś → ṃ ś	anusvāra / nasal	462	1.85	tāḍito bhīmasenādyairmātaraṃ śaraṇaṃ yayau mātaram→bhīmasenādyairmātaraṃ +śaraṇaṃ · sa śaśāsa puraḥ śiṣyaṃ śrīmānpāñcālyamāruṇim śiṣyaṃ+śrīmān · pauṣyeṇāmantritaḥ śrāddhe dṛṣṭvānnaṃ taṃ śaśāpa saḥ taṃ+śaśāpa · provāca kṣatriyā rājannirvairā na padaṃ śriyaḥ padaṃ+śriyaḥ
m c → ṃ c	anusvāra / nasal	407	1.63	vatsa stutvāśvinau dvau tvaṃ divyaṃ cakṣuravāpnuhi divyaṃ+cakṣuḥ · apūpaṃ gurave taṃ ca sāmṛtaṃ sa nyavedayat taṃ+ca · nirgato nāgabhavanaṃ cakre dhūmāndhakāritam bhavanam→nāgabhavanaṃ +cakre · paṭaṃ cakraṃ vayasyaṃ ca naraṃ ca vṛṣavāhanam paṭaṃ+cakraṃ
a u → o	vowel coalescence	378	1.52	athopaviśya vidhivatsamācamya dadarśa tām atha+upaviśya→athopaviśya · suṣuvāte purā kadrūrvinatā ca khagocitam khaga+ucitam→khagocitam · amṛtotthaṃ bhaginyau taṃ dṛṣṭvāśvaṃ dhavalaṃ pathi amṛta+uttham→amṛtotthaṃ · suparṇenohyamānāṃstāndṛṣṭvā kadrūrnijānsutān suparṇena+uhyamānān→suparṇenohyamānāṃstāndṛṣṭvā
aḥ v → o v	visarga	367	1.47	senāmukhaṃ gulmagaṇo vāhinī pṛtanā camūḥ gaṇaḥ→gulmagaṇo +vāhinī · upādhyāyo 'vadatpṛṣṭo vayantyau putra yoṣitau pṛṣṭaḥ→'vadatpṛṣṭo +vayantyau · akālamūṣikākrāntāstavaiva pitaro vayam pitaro+vayam · śvetaḥ surahayaḥ putrāḥ kṛṣṇavālo vidhīyatām vālaḥ→kṛṣṇavālo +vidhīyatām
