rule	category	count	pct	examples
ḥ t → s t	visarga	211	5.63	amarā nirjarā devāstridaśā vibudhāḥ surāḥ devāḥ+tridaśāḥ→devāstridaśā · suparvāṇaḥ sumanasas tridiveśā divaukasaḥ sumanasas+tridiveśā · ādityaviśvavasavas tuṣitābhāsvarānilāḥ viśvavasavaḥ→ādityaviśvavasavas +tuṣita · sarvajñaḥ sugataḥ buddho dharmarājas tathāgataḥ dharmarājas+tathāgataḥ
m t → ṃ t	anusvāra / nasal	154	4.11	strīpuṃnapuṃsakaṃ jñeyaṃ tadviśeṣavidheḥ kvacit jñeyaṃ+tad · triliṅgyāṃ triṣv iti padaṃ mithune tu dvayoriti triliṅgyāṃ+triṣv · niṣiddhaliṅgaṃ śeṣārthaṃ tvantāthādi na pūrvabhāk artham→śeṣārthaṃ +tu · javo 'tha śīghraṃ tvaritaṃ laghu kṣipramaraṃ drutam śīghraṃ+tvaritaṃ
a a → ā	vowel coalescence	135	3.6	yasya jñānadayāsindhor agādhasyānaghā guṇāḥ agādhasya+anaghāḥ→agādhasyānaghā · sevyatām akṣayo dhīrāḥ sa śriye cāmṛtāya ca ca+amṛtāya→cāmṛtāya · samāhṛtyānyatantrāṇi saṃkṣiptaiḥ pratisaṃskṛtaiḥ samāhṛtya+anya→samāhṛtyānyatantrāṇi · niṣiddhaliṅgaṃ śeṣārthaṃ tvantāthādi na pūrvabhāk śeṣa+artham→śeṣārthaṃ
ḥ c → ś c	visarga	120	3.2	mahārājikasādhyāśca rudrāś ca gaṇadevatāḥ rudrāś+ca · sa śākyasiṃhaḥ sarvārthasiddhaḥ śauddhodaniśca saḥ śauddhodaniḥ+ca→śauddhodaniśca · gautamaścārkabandhuśca māyādevīsutaś ca saḥ māyādevīsutaś+ca · upendra indrāvarajaścakrapāṇiścaturbhujaḥ indrāvarajaḥ+cakrapāṇiḥ→indrāvarajaścakrapāṇiścaturbhujaḥ
aḥ v → o v	visarga	119	3.17	dhātābjayonirdruhiṇo viriñciḥ kamalāsanaḥ druhiṇaḥ→dhātābjayonirdruhiṇo +viriñciḥ · viṣṇurnārāyaṇaḥ kṛṣṇo vaikuṇṭho viṣṭaraśravāḥ kṛṣṇo+vaikuṇṭho · viṣṇurnārāyaṇaḥ kṛṣṇo vaikuṇṭho viṣṭaraśravāḥ vaikuṇṭho+viṣṭaraśravāḥ · garutmāngaruḍastārkṣyo vainateyaḥ khageśvaraḥ tārkṣyaḥ→garutmāngaruḍastārkṣyo +vainateyaḥ
m s → ṃ s	anusvāra / nasal	113	3.01	svaravyayaṃ svarganākatridivatridaśālayāḥ vyayam→svaravyayaṃ +svarga · śaṅkho lakṣmīpateḥ pāñcajanyaścakraṃ sudarśanaḥ cakram→pāñcajanyaścakraṃ +sudarśanaḥ · cāpaḥ śārṅgaṃ murāres tu śrīvatso lāñchanaṃ smṛtam lāñchanaṃ+smṛtam · syāt sudharmā devasabhā pīyūṣam amṛtaṃ sudhā amṛtaṃ+sudhā
aḥ a → o '	visarga	108	2.88	kṛto 'tra bhinnaliṅgānām anuktānāṃ kramād ṛte kṛto+'tra · piśāco guhyakaḥ siddho bhūto 'mī devayonayaḥ bhūto+'mī · ṣaḍabhijño daśabalo 'dvayavādī vināyakaḥ daśabalo+'dvayavādī · pītāmbaro 'cyutaḥ śārṅgī viṣvakseno janārdanaḥ pītāmbaro+'cyutaḥ
m v → ṃ v	anusvāra / nasal	93	2.48	prāptiḥ prākāmyam īśitvaṃ vaśitvaṃ cāṣṭa siddhayaḥ īśitvaṃ+vaśitvaṃ · haya uccaiḥśravāḥ sūto mātalirnandanaṃ vanam nandanam→mātalirnandanaṃ +vanam · vyomayānaṃ vimāno 'strī nāradādyāḥ surarṣayaḥ vyomayānaṃ+vimāno · dyodivau dve striyāmabhraṃ vyoma puṣkaramambaram abhram→striyāmabhraṃ +vyoma
m p → ṃ p	anusvāra / nasal	90	2.4	hrādinī vajramastrī syāt kuliśaṃ bhiduraṃ paviḥ bhiduraṃ+paviḥ · asyodyānaṃ caitrarathaṃ putrastu nalakūbaraḥ caitrarathaṃ+putraḥ · pratyagbhavaṃ pratīcīnaṃ prācīnaṃ prāgbhavaṃ triṣu pratīcīnaṃ+prācīnaṃ · pratyagbhavaṃ pratīcīnaṃ prācīnaṃ prāgbhavaṃ triṣu prācīnaṃ+prāñc
m k → ṃ k	anusvāra / nasal	84	2.24	kṛto 'tra bhinnaliṅgānām anuktānāṃ kramād ṛte anuktānāṃ+kramād · suraloko dyodivau dve striyāṃ klībe triviṣṭapam striyāṃ+klībe · kubera īśaḥ patayaḥ pūrvādīnāṃ diśāṃ kramāt diśāṃ+kramāt · koṣṇaṃ kavoṣṇaṃ mandoṣṇaṃ kaduṣṇaṃ triṣu tadvati koṣṇaṃ+kavoṣṇaṃ
aḥ m → o m	visarga	84	2.24	dāmodaro hṛṣīkeśaḥ keśavo mādhavaḥ svabhūḥ keśavo+mādhavaḥ · padmanābho madhuripurvāsudevastrivikramaḥ padmanābho+madhuripuḥ · jalaśāyī viśvarūpo mukundo muramardanaḥ viśvarūpo+mukundo · jalaśāyī viśvarūpo mukundo muramardanaḥ mukundo+muramardanaḥ
