rule	category	count	pct	examples
a a → ā	vowel coalescence	30	8.72	cārthe dvandvasamāsaḥ ca+arthe→cārthe · tattvasya jñānaṃ niḥśreyasasyādhigama iti karmaṇi ṣaṣṭhau niḥśreyasasya+adhigamaḥ→niḥśreyasasyādhigama · ta etāvanto vidyamānārthāḥ yeṣām aviparītajñānārtham ihopadeśaḥ vidyamāna+arthāḥ→vidyamānārthāḥ · so 'yam anavayavena tantrārtha uddiṣṭo veditavyaḥ tantra+arthaḥ→tantrārtha
m s → ṃ s	anusvāra / nasal	24	6.98	icchādveṣaprayatnasukhaduḥkhajñānāny ātmano liṅgam ityataḥprabhṛti yathoktaṃ saṃgṛhyate tena bhūtendriyamanasāṃ caitanyapratiṣedhaḥ yathoktaṃ+saṃgṛhyate · athāyaṃ siddhopasaṃgrahaḥ ayam→athāyaṃ +siddha · susmūrṣayā manaso dhāraṇaṃ praṇidhānaṃ susmūrṣitaliṅgacintanaṃ cārthasmṛtikāraṇam praṇidhānaṃ+susmūrṣita · yathā dhūmo 'gner gor viṣāṇaṃ pāṇiḥ pādasya rūpaṃ sparśasya abhūtaṃ bhūtasyeti rūpaṃ+sparśasya
a ā → ā	vowel coalescence	15	4.36	pramāṇādīnāṃ tattvam iti śaiṣikī ṣaṣṭhī pramāṇa+ādīnām→pramāṇādīnāṃ · ātmādeḥ khalu prameyasya tattvajñānān niḥśreyasādhigamaḥ ātma+ādeḥ→ātmādeḥ · tatra saṃśayādīnāṃ pṛthagvacanam anarthakam saṃśayādayo yathāsambhavaṃ pramāṇeṣu prameyeṣu cāntarbhavanto na vyatiricyanta iti satyam etat imās tu catasro vidyāḥ pṛthakprasthānāḥ prāṇabhṛtām anugrahāyopadiśyante yāsāṃ caturthīyam ānvīkṣikī nyāyavidyā saṃśaya+ādīnām→saṃśayādīnāṃ · tasyāḥ pṛthakprasthānāḥ saṃśayādayaḥ padārthāḥ saṃśaya+ādayaḥ→saṃśayādayaḥ
m p → ṃ p	anusvāra / nasal	14	4.07	tatra saṃśayādīnāṃ pṛthagvacanam anarthakam saṃśayādayo yathāsambhavaṃ pramāṇeṣu prameyeṣu cāntarbhavanto na vyatiricyanta iti satyam etat imās tu catasro vidyāḥ pṛthakprasthānāḥ prāṇabhṛtām anugrahāyopadiśyante yāsāṃ caturthīyam ānvīkṣikī nyāyavidyā yathāsambhavaṃ+pramāṇeṣu · tatra saṃśayādīnāṃ pṛthagvacanam anarthakam saṃśayādayo yathāsambhavaṃ pramāṇeṣu prameyeṣu cāntarbhavanto na vyatiricyanta iti satyam etat imās tu catasro vidyāḥ pṛthakprasthānāḥ prāṇabhṛtām anugrahāyopadiśyante yāsāṃ caturthīyam ānvīkṣikī nyāyavidyā ādīnām→saṃśayādīnāṃ +pṛthak · utpādya vā dhārakaṃ prayatnaṃ śarīrān niḥsaraṇaṃ manasaḥ atas tatropapannaṃ dhāraṇam iti dhārakaṃ+prayatnaṃ · akṛtābhyāgamācca pravṛttir vāgbuddhiśarīrārambha iti caitanye bhūtendriyamanasāṃ parakṛtaṃ karma puruṣeṇopabhujyata iti syād acaitanye tu tatsādhanasya svakṛtakarmaphalopabhogaḥ puruṣasyetyupapadyata iti manasām→bhūtendriyamanasāṃ +para
a i → e	vowel coalescence	13	3.78	icchādveṣaprayatnasukhaduḥkhajñānāny ātmano liṅgam ityataḥprabhṛti yathoktaṃ saṃgṛhyate tena bhūtendriyamanasāṃ caitanyapratiṣedhaḥ bhūta+indriya→bhūtendriyamanasāṃ · pāratantryāt paratantrāṇi bhūtendriyamanāṃsi dhāraṇapreraṇavyūhanakriyāsu prayatnavaśāt pravartante caitanye punaḥ svatantrāṇi syur iti bhūta+indriya→bhūtendriyamanāṃsi · akṛtābhyāgamācca pravṛttir vāgbuddhiśarīrārambha iti caitanye bhūtendriyamanasāṃ parakṛtaṃ karma puruṣeṇopabhujyata iti syād acaitanye tu tatsādhanasya svakṛtakarmaphalopabhogaḥ puruṣasyetyupapadyata iti bhūta+indriya→bhūtendriyamanasāṃ · akṛtābhyāgamācca pravṛttir vāgbuddhiśarīrārambha iti caitanye bhūtendriyamanasāṃ parakṛtaṃ karma puruṣeṇopabhujyata iti syād acaitanye tu tatsādhanasya svakṛtakarmaphalopabhogaḥ puruṣasyetyupapadyata iti puruṣasya+iti→puruṣasyetyupapadyata
e i → a i	vowel coalescence	11	3.2	tac caitad uttarasūtreṇānūdyata iti anūdyate→uttarasūtreṇānūdyata +iti · tatra saṃśayādīnāṃ pṛthagvacanam anarthakam saṃśayādayo yathāsambhavaṃ pramāṇeṣu prameyeṣu cāntarbhavanto na vyatiricyanta iti satyam etat imās tu catasro vidyāḥ pṛthakprasthānāḥ prāṇabhṛtām anugrahāyopadiśyante yāsāṃ caturthīyam ānvīkṣikī nyāyavidyā vyatiricyanta+iti · āśugati manaḥ tasya bahiḥśarīrātmapradeśena jñānasaṃskṛtena sannikarṣaḥ pratyāgatasya ca prayatnotpādanam ubhayaṃ yujyata iti yujyata+iti · akṛtābhyāgamācca pravṛttir vāgbuddhiśarīrārambha iti caitanye bhūtendriyamanasāṃ parakṛtaṃ karma puruṣeṇopabhujyata iti syād acaitanye tu tatsādhanasya svakṛtakarmaphalopabhogaḥ puruṣasyetyupapadyata iti upabhujyate→puruṣeṇopabhujyata +iti
m c → ṃ c	anusvāra / nasal	11	3.2	tatra saṃśayādīnāṃ pṛthagvacanam anarthakam saṃśayādayo yathāsambhavaṃ pramāṇeṣu prameyeṣu cāntarbhavanto na vyatiricyanta iti satyam etat imās tu catasro vidyāḥ pṛthakprasthānāḥ prāṇabhṛtām anugrahāyopadiśyante yāsāṃ caturthīyam ānvīkṣikī nyāyavidyā yāsāṃ+caturthī · icchādveṣaprayatnasukhaduḥkhajñānāny ātmano liṅgam ityataḥprabhṛti yathoktaṃ saṃgṛhyate tena bhūtendriyamanasāṃ caitanyapratiṣedhaḥ manasām→bhūtendriyamanasāṃ +caitanya · susmūrṣayā manaso dhāraṇaṃ praṇidhānaṃ susmūrṣitaliṅgacintanaṃ cārthasmṛtikāraṇam cintanam→susmūrṣitaliṅgacintanaṃ +ca · sādṛśyaṃ citragataṃ pratirūpakaṃ devadattasyetyevamādi sādṛśyaṃ+citra
a u → o	vowel coalescence	9	2.62	ta etāvanto vidyamānārthāḥ yeṣām aviparītajñānārtham ihopadeśaḥ iha+upadeśaḥ→ihopadeśaḥ · tatra saṃśayādīnāṃ pṛthagvacanam anarthakam saṃśayādayo yathāsambhavaṃ pramāṇeṣu prameyeṣu cāntarbhavanto na vyatiricyanta iti satyam etat imās tu catasro vidyāḥ pṛthakprasthānāḥ prāṇabhṛtām anugrahāyopadiśyante yāsāṃ caturthīyam ānvīkṣikī nyāyavidyā anugrahāya+upadiśyante→anugrahāyopadiśyante · āśugati manaḥ tasya bahiḥśarīrātmapradeśena jñānasaṃskṛtena sannikarṣaḥ pratyāgatasya ca prayatnotpādanam ubhayaṃ yujyata iti prayatna+utpādanam→prayatnotpādanam · utpādya vā dhārakaṃ prayatnaṃ śarīrān niḥsaraṇaṃ manasaḥ atas tatropapannaṃ dhāraṇam iti tatra+upapannam→tatropapannaṃ
m d → ṃ d	anusvāra / nasal	8	2.33	sādṛśyaṃ citragataṃ pratirūpakaṃ devadattasyetyevamādi pratirūpakaṃ+devadattasya · tasmān nāyaṃ dṛṣṭānto na pratyakṣaṃ na cānumānaṃ kiṃcid ucyata iti ayam→nāyaṃ +dṛṣṭānto · tad idaṃ dṛṣṭāntasya sādhyasamatvam abhidhīyata iti idaṃ+dṛṣṭāntasya · akṛte sukhaduḥkhahetau karmaṇi puruṣasya sukhaṃ duḥkham abhyāgacchatīti prasajyeta sukhaṃ+duḥkham
t y → d y	consonant / other	7	2.03	taccāsya trikālaviṣayaṃ jñānaṃ pratyātmavedanīyaṃ jñāsyāmi jānāmi ajñāsiṣam iti vartate tad yasyāyaṃ svo dharmas tasya smaraṇaṃ na buddhiprabandhamātrasya nirātmakasyeti tad+yasya · smṛtihetūnām ayaugapadyād yugapad asmaraṇam ity uktam yaugapadyāt→ayaugapadyād +yugapad · viyogād yena viyujyate tadviyogapratisaṃvedī bhṛśaṃ smarati viyogād+yena · atiśayād yenātiśaya utpāditaḥ atiśayād+yena
