rule	category	count	pct	examples
m c → ṃ c	anusvāra / nasal	160	6.66	krīḍanīyakamicchāmo dṛśyaṃ śravyaṃ ca yadbhavet śravyaṃ+ca · dharmyamarthyaṃ yaśasyaṃ ca sopadeśyaṃ sasaṅgraham yaśasyaṃ+ca · putrānadhyāpayāmāsa prayogaṃ cāpi tattvataḥ prayogaṃ+ca · śāṇḍilyaṃ caiva vātsyaṃ ca kohalaṃ dattilaṃ tathā śāṇḍilyaṃ+ca
m t → ṃ t	anusvāra / nasal	155	6.45	teṣāṃ tu vacanaṃ śrutvā munīnāṃ bharato muniḥ teṣāṃ+tu · vedamanyattataḥ srakṣye sarvaśrāvyaṃ tu pañcamam śrāvyam→sarvaśrāvyaṃ +tu · nāṭyavedaṃ tataścakre caturvedāṅgasambhavam vedam→nāṭyavedaṃ +tatas · utpādya nāṭyavedaṃ tu brahmovāca sureśvaram vedam→nāṭyavedaṃ +tu
a a → ā	vowel coalescence	121	5.04	grahaṇe dhāraṇe jñāne prayoge cāsya sattama ca+asya→cāsya · śrutvā tu śakravacanaṃ mām āhāmbujasaṃbhavaḥ āha+ambujasaṃbhavaḥ→āhāmbujasaṃbhavaḥ · putrānadhyāpayāmāsa prayogaṃ cāpi tattvataḥ ca+api→cāpi · jaṭilāmbaṣṭakau caiva taṇḍum agniśikhaṃ tathā jaṭila+ambaṣṭakau→jaṭilāmbaṣṭakau
m s → ṃ s	anusvāra / nasal	98	4.08	samāptajapyaṃ vratinaṃ svasutaiḥ parivāritam vratinaṃ+sva · tasmātsṛjāparaṃ vedaṃ pañcamaṃ sārvavarṇikam pañcamaṃ+sārvavarṇikam · dharmyamarthyaṃ yaśasyaṃ ca sopadeśyaṃ sasaṅgraham upadeśyam→sopadeśyaṃ +sa · sarvaśāstrārthasampannaṃ sarvaśilpapravartakam sampannam→sarvaśāstrārthasampannaṃ +sarva
m k → ṃ k	anusvāra / nasal	94	3.91	nāṭyavedaṃ kathaṃ brahmannutpannaḥ kasya vā kṛte vedam→nāṭyavedaṃ +kathaṃ · pūrvaṃ kṛtayuge viprā vṛtte svāyaṃbhuve 'ntare pūrvaṃ+kṛta · nāṭyākhyaṃ pañcamaṃ vedaṃ setihāsaṃ karomyaham itihāsam→setihāsaṃ +karomi · jambudhvajaṃ kākajaṅghaṃ svarṇakaṃ tāpasaṃ tathā jambudhvajaṃ+kākajaṅghaṃ
m p → ṃ p	anusvāra / nasal	89	3.71	nāṭyaśāstraṃ pravakṣyāmi brahmaṇā yadudāhṛtam śāstram→nāṭyaśāstraṃ +pravakṣyāmi · pratyuvāca tato vākyaṃ nāṭyavedakathāṃ prati kathām→nāṭyavedakathāṃ +prati · tasmātsṛjāparaṃ vedaṃ pañcamaṃ sārvavarṇikam vedaṃ+pañcamaṃ · nāṭyākhyaṃ pañcamaṃ vedaṃ setihāsaṃ karomyaham ākhyam→nāṭyākhyaṃ +pañcamaṃ
ḥ c → ś c	visarga	84	3.5	bhaviṣyataśca lokasya sarvakarmānudarśakam bhaviṣyataḥ+ca→bhaviṣyataśca · kuśalā ye vidagdhāśca pragalbhāśca jitaśramāḥ vidagdhāḥ+ca→vidagdhāśca · kuśalā ye vidagdhāśca pragalbhāśca jitaśramāḥ pragalbhāḥ+ca→pragalbhāśca · evaṃ tenāsmyabhihitaḥ pratyuktaśca mayā prabhuḥ pratyuktaḥ+ca→pratyuktaśca
a e → ai	vowel coalescence	83	3.46	munayaḥ paryupāsyainam ātreyapramukhāḥ purā paryupāsya+enam→paryupāsyainam · śāṇḍilyaṃ caiva vātsyaṃ ca kohalaṃ dattilaṃ tathā ca+eva→caiva · jaṭilāmbaṣṭakau caiva taṇḍum agniśikhaṃ tathā ca+eva→caiva · kautsaṃ tāṇḍāyaniṃ caiva piṅgalaṃ citrakaṃ tathā ca+eva→caiva
m v → ṃ v	anusvāra / nasal	78	3.25	samāptajapyaṃ vratinaṃ svasutaiḥ parivāritam japyam→samāptajapyaṃ +vratinaṃ · tasmātsṛjāparaṃ vedaṃ pañcamaṃ sārvavarṇikam aparam→tasmātsṛjāparaṃ +vedaṃ · evamastviti tānuktvā devarājaṃ visṛjya ca devarājaṃ+visṛjya · nāṭyākhyaṃ pañcamaṃ vedaṃ setihāsaṃ karomyaham pañcamaṃ+vedaṃ
ḥ t → s t	visarga	73	3.04	papracchuste mahātmāno niyatendriyabuddhayaḥ papracchuḥ+te→papracchuste · yo yasminkarmaṇi yathā yogyastasmin sa yojitaḥ yogyaḥ+tasmin→yogyastasmin · samāśritaḥ prayogastu prayukto vai mayā dvijāḥ prayogaḥ+tu→prayogastu · prītastu prathamaṃ śakro dattavānsvaṃ dhvajaṃ śubham prītaḥ+tu→prītastu
m n → ṃ n	anusvāra / nasal	65	2.71	anadhyāye kadācittu bharataṃ nāṭyakovidam bharataṃ+nāṭya · pratyuvāca tato vākyaṃ nāṭyavedakathāṃ prati vākyaṃ+nāṭya · śrūyatāṃ nāṭyavedasya sambhavo brahmanirmitaḥ śrūyatāṃ+nāṭya · teṣvayaṃ nāṭyasaṃjño hi vedaḥ saṃkrāmyatāṃ tvayā ayam→teṣvayaṃ +nāṭya
