rule	category	count	pct	examples
a a → ā	vowel coalescence	3311	7.6	tān uvāca bhagavān svāgataṃ vaḥ sarva evāmīmāṃsyā adhyāpyāś ca bhavanto vatsāḥ eva+amīmāṃsyāḥ→evāmīmāṃsyā · iha khalv āyurvedo nāmopāṅgam atharvavedasyānutpādya iva prajāḥ ślokaśatasahasram adhyāyasahasraṃ ca kṛtavān svayambhūḥ tato 'lpāyuṣṭvam alpamedhastvaṃ cālokya narāṇāṃ bhūyo 'ṣṭadhā praṇītavān atharvavedasya+anutpādyaḥ→atharvavedasyānutpādya · athāsya pratyaṅgalakṣaṇasamāsaḥ atha+asya→athāsya · śālākyaṃ nāmordhvajatrugatānāṃ śravaṇanayanavadanaghrāṇādisaṃśritānāṃ vyādhīnām upaśamanārtham upaśamana+artham→upaśamanārtham
m v → ṃ v	anusvāra / nasal	2221	5.1	athāto vedotpattimadhyāyaṃ vyākhyāsyāmaḥ adhyāyam→vedotpattimadhyāyaṃ +vyākhyāsyāmaḥ · tān uvāca bhagavān svāgataṃ vaḥ sarva evāmīmāṃsyā adhyāpyāś ca bhavanto vatsāḥ svāgataṃ+vaḥ · tadyathā śalyaṃ śālākyaṃ kāyacikitsā bhūtavidyā kaumārabhṛtyam agadatantraṃ rasāyanatantraṃ vājīkaraṇatantram iti tantram→rasāyanatantraṃ +vājīkaraṇa · śālākyaṃ nāmordhvajatrugatānāṃ śravaṇanayanavadanaghrāṇādisaṃśritānāṃ vyādhīnām upaśamanārtham saṃśritānām→śravaṇanayanavadanaghrāṇādisaṃśritānāṃ +vyādhīnām
m p → ṃ p	anusvāra / nasal	1821	4.18	bhagavan śārīramānasāgantuvyādhibhir vividhavedanābhighātopadrutān sanāthān apy anāthavad viceṣṭamānān vikrośataś ca mānavānabhisamīkṣya manasi naḥ pīḍā bhavati teṣāṃ sukhaiṣiṇāṃ rogopaśamārthamātmanaś ca prāṇayātrārthaṃ prajāhitahetor āyurvedaṃ śrotum icchāma ihopadiśyamānam atrāyattam aihikam āmuṣmikaṃ ca śreyaḥ tadbhagavantam upapannāḥ smaḥ śiṣyatveneti artham→prāṇayātrārthaṃ +prajā · vājīkaraṇatantraṃ nāmālpaduṣṭakṣīṇaviśuṣkaretasām āpyāyanaprasādopacayajanananimittaṃ praharṣajananārthaṃ ca nimittam→āpyāyanaprasādopacayajanananimittaṃ +praharṣa · ta ūcur bhūyo 'pi bhagavantam asmākam ekamatīnāṃ matam abhisamīkṣya suśruto bhagavantaṃ prakṣyati asmai copadiśyamānaṃ vayam apy upadhārayiṣyāmaḥ bhagavantaṃ+prakṣyati · tasyāṅgavaramādyaṃ pratyakṣāgamānumānopamānair aviruddham ucyamānam upadhāraya ādyam→tasyāṅgavaramādyaṃ +pratyakṣa
m c → ṃ c	anusvāra / nasal	1810	4.15	bhagavan śārīramānasāgantuvyādhibhir vividhavedanābhighātopadrutān sanāthān apy anāthavad viceṣṭamānān vikrośataś ca mānavānabhisamīkṣya manasi naḥ pīḍā bhavati teṣāṃ sukhaiṣiṇāṃ rogopaśamārthamātmanaś ca prāṇayātrārthaṃ prajāhitahetor āyurvedaṃ śrotum icchāma ihopadiśyamānam atrāyattam aihikam āmuṣmikaṃ ca śreyaḥ tadbhagavantam upapannāḥ smaḥ śiṣyatveneti āmuṣmikaṃ+ca · iha khalv āyurvedo nāmopāṅgam atharvavedasyānutpādya iva prajāḥ ślokaśatasahasram adhyāyasahasraṃ ca kṛtavān svayambhūḥ tato 'lpāyuṣṭvam alpamedhastvaṃ cālokya narāṇāṃ bhūyo 'ṣṭadhā praṇītavān sahasram→adhyāyasahasraṃ +ca · iha khalv āyurvedo nāmopāṅgam atharvavedasyānutpādya iva prajāḥ ślokaśatasahasram adhyāyasahasraṃ ca kṛtavān svayambhūḥ tato 'lpāyuṣṭvam alpamedhastvaṃ cālokya narāṇāṃ bhūyo 'ṣṭadhā praṇītavān tvam→alpamedhastvaṃ +ca · tatra śalyaṃ nāma vividhatṛṇakāṣṭhapāṣāṇapāṃśulohaloṣṭāsthivālanakhapūyāsrāvaduṣṭavraṇāntargarbhaśalyoddharaṇārthaṃ yantraśastrakṣārāgnipraṇidhānavraṇaviniścayārthaṃ ca artham→yantraśastrakṣārāgnipraṇidhānavraṇaviniścayārthaṃ +ca
m s → ṃ s	anusvāra / nasal	1694	3.89	bhagavan śārīramānasāgantuvyādhibhir vividhavedanābhighātopadrutān sanāthān apy anāthavad viceṣṭamānān vikrośataś ca mānavānabhisamīkṣya manasi naḥ pīḍā bhavati teṣāṃ sukhaiṣiṇāṃ rogopaśamārthamātmanaś ca prāṇayātrārthaṃ prajāhitahetor āyurvedaṃ śrotum icchāma ihopadiśyamānam atrāyattam aihikam āmuṣmikaṃ ca śreyaḥ tadbhagavantam upapannāḥ smaḥ śiṣyatveneti teṣāṃ+sukha · tad idaṃ śāśvataṃ puṇyaṃ svargyaṃ yaśasyamāyuṣyaṃ vṛttikaraṃ ceti puṇyaṃ+svargyaṃ · teṣāṃ saṃśodhanasaṃśamanāhārācārāḥ samyakprayuktā nigrahahetavaḥ teṣāṃ+saṃśodhana · tāsāṃ sthāvarāścaturvidhāḥ vanaspatayo vṛkṣā vīrudha oṣadhaya iti tāsāṃ+sthāvarāḥ
m t → ṃ t	anusvāra / nasal	1517	3.48	tasmin kriyā so 'dhiṣṭhānaṃ kasmāt lokasya dvaividhyāt loko hi dvividhaḥ sthāvaro jaṅgamaś ca dvividhātmaka evāgneyaḥ saumyaś ca tadbhūyastvāt pañcātmako vā tatra caturvidho bhūtagrāmaḥ saṃsvedajarāyujāṇḍajodbhijjasaṃjñaḥ tatra puruṣaḥ pradhānaṃ tasyopakaraṇamanyat tasmāt puruṣo 'dhiṣṭhānam pradhānaṃ+tasya · manasyanye śarīre 'nye teṣāṃ tu dvividhā kriyā teṣāṃ+tu · śarīrapatitānāṃ tu śārīravad upakramaḥ patitānām→śarīrapatitānāṃ +tu · mānasānāṃ tu śabdādiriṣṭo vargaḥ sukhāvahaḥ mānasānāṃ+tu
m k → ṃ k	anusvāra / nasal	1314	3.01	atha khalu bhagavantam amaravaram ṛṣigaṇaparivṛtam āśramasthaṃ kāśirājaṃ divodāsaṃ dhanvantarim aupadhenavavaitaraṇaurabhrapauṣkalāvatakaravīryagopurarakṣitasuśrutaprabhṛtaya ūcuḥ stham→āśramasthaṃ +kāśi · tadyathā śalyaṃ śālākyaṃ kāyacikitsā bhūtavidyā kaumārabhṛtyam agadatantraṃ rasāyanatantraṃ vājīkaraṇatantram iti śālākyaṃ+kāyacikitsā · ta ūcuḥ asmākaṃ sarveṣām eva śalyajñānaṃ mūlaṃ kṛtvopadiśatu bhagavān iti mūlaṃ+kṛtvā · evam etat puruṣo vyādhir auṣadhaṃ kriyākāla iti catuṣṭayaṃ samāsena vyākhyātam tatra puruṣagrahaṇāt tatsambhavadravyasamūho bhūtādir uktas tadaṅgapratyaṅgavikalpāś ca tvaṅmāṃsāsthisirāsnāyuprabhṛtayaḥ vyādhigrahaṇād vātapittakaphaśoṇitasaṃnipātavaiṣamyanimittāḥ sarva eva vyādhayo vyākhyātāḥ oṣadhagrahaṇād dravyarasaguṇavīryavipākānām ādeśaḥ kriyāgrahaṇācchedyādīni snehādīni ca karmāṇi vyākhyātāni kālagrahaṇāt sarvakriyākālānām ādeśaḥ auṣadhaṃ+kriyā
a ā → ā	vowel coalescence	1182	2.71	bhagavan śārīramānasāgantuvyādhibhir vividhavedanābhighātopadrutān sanāthān apy anāthavad viceṣṭamānān vikrośataś ca mānavānabhisamīkṣya manasi naḥ pīḍā bhavati teṣāṃ sukhaiṣiṇāṃ rogopaśamārthamātmanaś ca prāṇayātrārthaṃ prajāhitahetor āyurvedaṃ śrotum icchāma ihopadiśyamānam atrāyattam aihikam āmuṣmikaṃ ca śreyaḥ tadbhagavantam upapannāḥ smaḥ śiṣyatveneti atra+āyattam→atrāyattam · iha khalv āyurvedo nāmopāṅgam atharvavedasyānutpādya iva prajāḥ ślokaśatasahasram adhyāyasahasraṃ ca kṛtavān svayambhūḥ tato 'lpāyuṣṭvam alpamedhastvaṃ cālokya narāṇāṃ bhūyo 'ṣṭadhā praṇītavān ca+ālokya→cālokya · tasyāṅgavaramādyaṃ pratyakṣāgamānumānopamānair aviruddham ucyamānam upadhāraya pratyakṣa+āgama→pratyakṣāgamānumānopamānair · aṣṭāsv api cāyurvedatantreṣv etad evādhikam abhimatam āśukriyākaraṇādyantraśastrakṣārāgnipraṇidhānāt sarvatantrasāmānyāc ca ca+āyurveda→cāyurvedatantreṣv
a u → o	vowel coalescence	1120	2.57	bhagavan śārīramānasāgantuvyādhibhir vividhavedanābhighātopadrutān sanāthān apy anāthavad viceṣṭamānān vikrośataś ca mānavānabhisamīkṣya manasi naḥ pīḍā bhavati teṣāṃ sukhaiṣiṇāṃ rogopaśamārthamātmanaś ca prāṇayātrārthaṃ prajāhitahetor āyurvedaṃ śrotum icchāma ihopadiśyamānam atrāyattam aihikam āmuṣmikaṃ ca śreyaḥ tadbhagavantam upapannāḥ smaḥ śiṣyatveneti roga+upaśama→rogopaśamārthamātmanaś · bhagavan śārīramānasāgantuvyādhibhir vividhavedanābhighātopadrutān sanāthān apy anāthavad viceṣṭamānān vikrośataś ca mānavānabhisamīkṣya manasi naḥ pīḍā bhavati teṣāṃ sukhaiṣiṇāṃ rogopaśamārthamātmanaś ca prāṇayātrārthaṃ prajāhitahetor āyurvedaṃ śrotum icchāma ihopadiśyamānam atrāyattam aihikam āmuṣmikaṃ ca śreyaḥ tadbhagavantam upapannāḥ smaḥ śiṣyatveneti iha+upadiśyamānam→ihopadiśyamānam · iha khalv āyurvedo nāmopāṅgam atharvavedasyānutpādya iva prajāḥ ślokaśatasahasram adhyāyasahasraṃ ca kṛtavān svayambhūḥ tato 'lpāyuṣṭvam alpamedhastvaṃ cālokya narāṇāṃ bhūyo 'ṣṭadhā praṇītavān nāma+upāṅgam→nāmopāṅgam · ta ūcur bhūyo 'pi bhagavantam asmākam ekamatīnāṃ matam abhisamīkṣya suśruto bhagavantaṃ prakṣyati asmai copadiśyamānaṃ vayam apy upadhārayiṣyāmaḥ ca+upadiśyamānam→copadiśyamānaṃ
ḥ c → ś c	visarga	1030	2.36	bhagavan śārīramānasāgantuvyādhibhir vividhavedanābhighātopadrutān sanāthān apy anāthavad viceṣṭamānān vikrośataś ca mānavānabhisamīkṣya manasi naḥ pīḍā bhavati teṣāṃ sukhaiṣiṇāṃ rogopaśamārthamātmanaś ca prāṇayātrārthaṃ prajāhitahetor āyurvedaṃ śrotum icchāma ihopadiśyamānam atrāyattam aihikam āmuṣmikaṃ ca śreyaḥ tadbhagavantam upapannāḥ smaḥ śiṣyatveneti vikrośataś+ca · bhagavan śārīramānasāgantuvyādhibhir vividhavedanābhighātopadrutān sanāthān apy anāthavad viceṣṭamānān vikrośataś ca mānavānabhisamīkṣya manasi naḥ pīḍā bhavati teṣāṃ sukhaiṣiṇāṃ rogopaśamārthamātmanaś ca prāṇayātrārthaṃ prajāhitahetor āyurvedaṃ śrotum icchāma ihopadiśyamānam atrāyattam aihikam āmuṣmikaṃ ca śreyaḥ tadbhagavantam upapannāḥ smaḥ śiṣyatveneti ātmanaḥ→rogopaśamārthamātmanaś +ca · tān uvāca bhagavān svāgataṃ vaḥ sarva evāmīmāṃsyā adhyāpyāś ca bhavanto vatsāḥ adhyāpyāś+ca · tasmin kriyā so 'dhiṣṭhānaṃ kasmāt lokasya dvaividhyāt loko hi dvividhaḥ sthāvaro jaṅgamaś ca dvividhātmaka evāgneyaḥ saumyaś ca tadbhūyastvāt pañcātmako vā tatra caturvidho bhūtagrāmaḥ saṃsvedajarāyujāṇḍajodbhijjasaṃjñaḥ tatra puruṣaḥ pradhānaṃ tasyopakaraṇamanyat tasmāt puruṣo 'dhiṣṭhānam jaṅgamaś+ca
