rule	category	count	pct	examples
a a → ā	vowel coalescence	360	6.33	sārdhaṃ tayāsau vijahāra rājā nācintayadvaiśravaṇasya lakṣmīm na+acintayat→nācintayadvaiśravaṇasya · sā lumbinī nāma vanāntabhūmiṃ citradrumāṃ caitrarathābhirāmām caitraratha+abhirāmām→caitrarathābhirāmām · dhyānānukūlāṃ vijanāmiyeṣa tasyāṃ nivāsāya nṛpaṃ babhāṣe dhyāna+anukūlām→dhyānānukūlāṃ · śivāt purād bhūmipatirjagāma tatprītaye nāpi vihārahetoḥ na+api→nāpi
m p → ṃ p	anusvāra / nasal	219	3.85	aryāśayāṃ tāṃ pravaṇāṃ ca dharme vijñāya kautūhalaharṣapūrṇaḥ tāṃ+pravaṇāṃ · śayyāṃ vitānopahitāṃ prapede nārīsahasrairabhinandyamānā upahitām→vitānopahitāṃ +prapede · prāguttare cāvasathapradeśe kūpaḥ svayaṃ prādurabhūtsitāmbuḥ svayaṃ+prādurabhūt · kalaṃ praṇeduḥ mṛgapakṣiṇaśca śāntāmbuvāhāḥ sarito babhūvuḥ kalaṃ+praṇeduḥ
m v → ṃ v	anusvāra / nasal	183	3.22	svapne viśantaṃ vapurātmanaḥ sā na tannimittaṃ samavāpa tāpam viśantaṃ+vapuḥ · śramaṃ na lebhe na śucaṃ na māyāṃ gantuṃ vanaṃ sā nibhṛtaṃ cakāṅkṣa gantuṃ+vanaṃ · dhyānānukūlāṃ vijanāmiyeṣa tasyāṃ nivāsāya nṛpaṃ babhāṣe anukūlām→dhyānānukūlāṃ +vijanām · śayyāṃ vitānopahitāṃ prapede nārīsahasrairabhinandyamānā śayyāṃ+vitāna
m s → ṃ s	anusvāra / nasal	177	3.11	svapne viśantaṃ vapurātmanaḥ sā na tannimittaṃ samavāpa tāpam nimittam→tannimittaṃ +samavāpa · śramaṃ na lebhe na śucaṃ na māyāṃ gantuṃ vanaṃ sā nibhṛtaṃ cakāṅkṣa vanaṃ+sā · tasminvane śrīmati rājapatnī prasūtikālaṃ samavekṣamāṇā kālam→prasūtikālaṃ +samavekṣamāṇā · caturdiśaṃ siṃhagatirvilokya vāṇīṃ ca bhavyārthakarīmuvāca caturdiśaṃ+siṃha
m t → ṃ t	anusvāra / nasal	154	2.71	sārdhaṃ tayāsau vijahāra rājā nācintayadvaiśravaṇasya lakṣmīm sārdhaṃ+tayā · kakṣīvataścaiva bhujāṃsadeśāttathāvidhaṃ tasya babhūva janma tathāvidham→bhujāṃsadeśāttathāvidhaṃ +tasya · tvatputra eṣo 'sti kulapradīpaḥ nṛtyotsavaṃ tvadya vidhehi rājan utsavam→nṛtyotsavaṃ +tu · nityaṃ tyajanto vidhivadbabhūvustapobhirāḍhyā vibhavairdaridrāḥ nityaṃ+tyajanto
m n → ṃ n	anusvāra / nasal	146	2.57	śramaṃ na lebhe na śucaṃ na māyāṃ gantuṃ vanaṃ sā nibhṛtaṃ cakāṅkṣa śramaṃ+na · śramaṃ na lebhe na śucaṃ na māyāṃ gantuṃ vanaṃ sā nibhṛtaṃ cakāṅkṣa śucaṃ+na · dhyānānukūlāṃ vijanāmiyeṣa tasyāṃ nivāsāya nṛpaṃ babhāṣe tasyāṃ+nivāsāya · nirīkṣamāṇā bhayahetumeva dhyātuṃ na śekuḥ vanitāḥ pravṛddhāḥ dhyātuṃ+na
ḥ t → s t	visarga	136	2.39	tataḥ prasannaśca babhūva puṣyastasyāśca devyā vratasaṃskṛtāyāḥ puṣyaḥ+tasyāḥ→puṣyastasyāśca · antaḥpurāṇyāgatavismayāni yasmin kriyāstīrtha iva pracakruḥ kriyāḥ+tīrthe→kriyāstīrtha · dharmārthibhirbhūtagaṇaiśca divyaistaddarśanārthaṃ vanamāpupūre divyaiḥ+tad→divyaistaddarśanārthaṃ · tārāsu candrastapatāṃ ca sūryaḥ putrastathā te dvipadeṣu varyaḥ candraḥ+tapatām→candrastapatāṃ
a ā → ā	vowel coalescence	135	2.37	ādhārayan pāṇḍaramātapatraṃ bodhāya jepuḥ paramāśiṣaśca parama+āśiṣaḥ→paramāśiṣaśca · yasya prasūtau girirājakīlā vātāhatā nauriva bhūścacāla vāta+āhatā→vātāhatā · prāguttare cāvasathapradeśe kūpaḥ svayaṃ prādurabhūtsitāmbuḥ ca+āvasatha→cāvasathapradeśe · khyātāni karmāṇi ca yāni śaureḥ śūrādayasteṣvabalā babhūvuḥ śūra+ādayaḥ→śūrādayasteṣvabalā
ḥ c → ś c	visarga	134	2.36	tataḥ prasannaśca babhūva puṣyastasyāśca devyā vratasaṃskṛtāyāḥ prasannaḥ+ca→prasannaśca · ūroryathaurvasya pṛthośca hastānmāndhāturindrapratimasya mūrdhnaḥ pṛthoḥ+ca→pṛthośca · mahārhajāmbūnadacāruvarṇo vidyotayāmāsa diśaśca sarvāḥ diśaḥ+ca→diśaśca · yasya prasūtau girirājakīlā vātāhatā nauriva bhūścacāla bhūḥ+cacāla→bhūścacāla
m c → ṃ c	anusvāra / nasal	133	2.34	śramaṃ na lebhe na śucaṃ na māyāṃ gantuṃ vanaṃ sā nibhṛtaṃ cakāṅkṣa nibhṛtaṃ+cakāṅkṣa · sā lumbinī nāma vanāntabhūmiṃ citradrumāṃ caitrarathābhirāmām bhūmim→vanāntabhūmiṃ +citra · sā lumbinī nāma vanāntabhūmiṃ citradrumāṃ caitrarathābhirāmām drumām→citradrumāṃ +caitraratha · aryāśayāṃ tāṃ pravaṇāṃ ca dharme vijñāya kautūhalaharṣapūrṇaḥ pravaṇāṃ+ca
m k → ṃ k	anusvāra / nasal	116	2.04	yacca dvijatvaṃ kuśiko na lebhe tadgādhinaḥ sūnur avāpa rājan tvam→dvijatvaṃ +kuśiko · sa pārthivāntaḥpurasaṃnikarṣaṃ kumārajanmāgataharṣavegaḥ saṃnikarṣam→pārthivāntaḥpurasaṃnikarṣaṃ +kumāra · dhanyo 'smyanugrāhyamidaṃ kulaṃ me yanmāṃ didṛkṣurbhagavānupetaḥ idam→'smyanugrāhyamidaṃ +kulaṃ · ājñāpyatāṃ kiṃ karavāṇi saumya śiṣyo 'smi viśrambhitum arhasīti ājñāpyatāṃ+kiṃ
m m → ṃ m	anusvāra / nasal	111	1.95	bodhāya jāto 'smi jagaddhitārthamantyā bhavotpattiriyaṃ mameti iyam→bhavotpattiriyaṃ +mama · amānuṣīṃ tasya niśamya śaktiṃ mātā prakṛtyā karuṇārdracittā śaktiṃ+mātā · tato nṛpastaṃ munimāsanasthaṃ pādyārghyapūrvaṃ pratipūjya samyak tam→nṛpastaṃ +munim · dhanyo 'smyanugrāhyamidaṃ kulaṃ me yanmāṃ didṛkṣurbhagavānupetaḥ kulaṃ+me
a u → o	vowel coalescence	102	1.79	śayyāṃ vitānopahitāṃ prapede nārīsahasrairabhinandyamānā vitāna+upahitām→vitānopahitāṃ · bodhāya jāto 'smi jagaddhitārthamantyā bhavotpattiriyaṃ mameti bhava+utpattiḥ→bhavotpattiriyaṃ · khāt prasrute candramarīciśubhre dve vāridhāre śiśiroṣṇavīrye śiśira+uṣṇa→śiśiroṣṇavīrye · śrīmadvitāne kanakojjvalāṅge vaiḍūryapāde śayane śayānam kanaka+ujjvala→kanakojjvalāṅge
aḥ n → o n	visarga	97	1.71	priyaḥ śaraccandra iva prajānāṃ śuddhodano nāma babhūva rājā śuddhodano+nāma · loke hi sarvāśca vinā prayāsaṃ rujo narāṇāṃ śamayāṃbabhūvuḥ rujo+narāṇāṃ · diśaḥ prasedurvimale nirabhre vihāyase dundubhayo nineduḥ dundubhayo+nineduḥ · prāpyeva nāthaṃ khalu nītimantam eko na māro mudamāpa loke eko+na
ḥ i → Ø i	visarga	95	1.67	aikṣvāka ikṣvākusamaprabhāvaḥ śākyeṣvaśakyeṣu viśuddhavṛttaḥ aikṣvāka+ikṣvāku · priyaḥ śaraccandra iva prajānāṃ śuddhodano nāma babhūva rājā candraḥ→śaraccandra +iva · nimantrayāmāsa yathopacāraṃ purā vasiṣṭhaṃ sa ivāntidevaḥ sa+iva · ākhyāsyati hyeṣa vimokṣamārgaṃ mārgapranaṣṭebhya ivādhvagebhyaḥ pranaṣṭebhyaḥ→mārgapranaṣṭebhya +iva
aḥ a → o a	visarga	94	1.65	tathātidīpto 'pi nirīkṣyamāṇo jahāra cakṣūṃṣi yathā śaśāṅkaḥ dīptaḥ→tathātidīpto +'pi · dīpaprabho 'yaṃ kanakojjvalāṅgaḥ sulakṣaṇairyaistu samanvito 'sti prabhaḥ→dīpaprabho +'yaṃ · dhanyo 'smyanugrāhyamidaṃ kulaṃ me yanmāṃ didṛkṣurbhagavānupetaḥ dhanyo+asmi · babhūva pakṣmāntavicañcitāśrur niśvasya caiva tridivonmukho 'bhūt unmukhaḥ→tridivonmukho +'bhūt
