rule	category	count	pct	examples
a a → ā	vowel coalescence	27	7.94	tadviparītaḥ śreyān vyaktāvyaktajñavijñānāt vyakta+avyakta→vyaktāvyaktajñavijñānāt · tasmād api cāsiddham parokṣam āptāgamāt siddham ca+asiddham→cāsiddham · saukṣmyād vyavadhānād abhibhavāt samānābhihārācca samāna+abhihārāt→samānābhihārācca · saukṣmyāt tadanupalabdhir nābhāvāt kāryatas tadupalabdhiḥ na+abhāvāt→nābhāvāt
ḥ t → s t	visarga	19	5.59	ṣoḍaśakas tu vikāro na prakṛtir na vikṛtiḥ puruṣaḥ ṣoḍaśakas+tu · vyaktaṃ tathā pradhānaṃ tadviparītas tathā ca pumān viparītaḥ→tadviparītas +tathā · paṅgvandhavad ubhayor api saṃyogas tatkṛtaḥ sargaḥ saṃyogas+tad · ekādaśakaśca gaṇas tanmātraḥ pañcakaścaiva gaṇas+tanmātraḥ
m t → ṃ t	anusvāra / nasal	16	4.71	prativiṣayādhyavasāyo dṛṣṭaṃ trividham anumānam ākhyātam dṛṣṭaṃ+trividham · tal liṅgaliṅgipūrvakam āptaśrutir āptavacanaṃ tu vacanam→āptavacanaṃ +tu · vyaktaṃ tathā pradhānaṃ tadviparītas tathā ca pumān vyaktaṃ+tathā · vyaktaṃ tathā pradhānaṃ tadviparītas tathā ca pumān pradhānaṃ+tad
t a → d a	consonant / other	14	4.12	sāmānyatas tu dṛṣṭād atīndriyāṇām pratītir anumānāt dṛṣṭād+atīndriyāṇām · tasmād api cāsiddham parokṣam āptāgamāt siddham tasmād+api · saukṣmyād vyavadhānād abhibhavāt samānābhihārācca vyavadhānād+abhibhavāt · asadakaraṇād upādānagrahaṇāt sarvasambhavābhāvāt asat+akaraṇāt→asadakaraṇād
a ā → ā	vowel coalescence	14	4.12	tasmād api cāsiddham parokṣam āptāgamāt siddham āpta+āgamāt→āptāgamāt · saṃghātaparārthatvāt triguṇādiviparyayād adhiṣṭhānāt triguṇa+ādi→triguṇādiviparyayād · ubhayātmakam atra manaḥ saṃkalpakam indriyaṃ ca sādharmyāt ubhaya+ātmakam→ubhayātmakam · śabdādiṣu pañcānām ālocanamātram iṣyate vṛttiḥ śabda+ādiṣu→śabdādiṣu
m c → ṃ c	anusvāra / nasal	10	2.94	dṛṣṭam anumānam āptavacanaṃ ca sarvapramāṇasiddhatvāt vacanam→āptavacanaṃ +ca · mahadādi tacca kāryam prakṛtivirūpaṃ sarūpaṃ ca sarūpaṃ+ca · sattvaṃ laghu prakāśakam iṣṭam upaṣṭambhakaṃ calaṃ ca rajaḥ upaṣṭambhakaṃ+calaṃ · sattvaṃ laghu prakāśakam iṣṭam upaṣṭambhakaṃ calaṃ ca rajaḥ calaṃ+ca
ḥ c → ś c	visarga	9	2.65	prakṛter mahāṃstato 'haṃkāras tasmād gaṇaśca ṣoḍaśakaḥ gaṇaḥ+ca→gaṇaśca · ekādaśakaśca gaṇas tanmātraḥ pañcakaścaiva ekādaśakaḥ+ca→ekādaśakaśca · ekādaśakaśca gaṇas tanmātraḥ pañcakaścaiva pañcakaḥ+ca→pañcakaścaiva · ete smṛtā viśeṣāḥ śāntā ghorāśca mūḍhāśca ghorāḥ+ca→ghorāśca
m p → ṃ p	anusvāra / nasal	8	2.35	trividhaṃ pramāṇam iṣṭaṃ prameyasiddhiḥ pramāṇāddhi trividhaṃ+pramāṇam · trividhaṃ pramāṇam iṣṭaṃ prameyasiddhiḥ pramāṇāddhi iṣṭaṃ+prameya · sāvayavaṃ paratantraṃ vyaktaṃ viparītam avyaktam avayavam→sāvayavaṃ +paratantraṃ · triguṇam aviveki viṣayaḥ sāmānyam acetanaṃ prasavadharmi acetanaṃ+prasava
m s → ṃ s	anusvāra / nasal	8	2.35	mahadādi tacca kāryam prakṛtivirūpaṃ sarūpaṃ ca virūpam→prakṛtivirūpaṃ +sarūpaṃ · puruṣabahutvaṃ siddhaṃ traiguṇyaviparyayāccaiva tvam→puruṣabahutvaṃ +siddhaṃ · tasmācca viparyāsāt siddhaṃ sākṣitvam asya puruṣasya siddhaṃ+sākṣi · svāṃ svām pratipadyante parasparākūtahetukāṃ vṛttim svāṃ+svām
t ā → d ā	consonant / other	7	2.06	dṛṣṭavad ānuśravikaḥ sa hyaviśuddhikṣayātiśayayuktaḥ vat→dṛṣṭavad +ānuśravikaḥ · mūlaprakṛtir avikṛtir mahadādyāḥ prakṛtivikṛtayaḥ sapta mahat+ādyāḥ→mahadādyāḥ · mahadādi tacca kāryam prakṛtivirūpaṃ sarūpaṃ ca mahat+ādi→mahadādi · karaṇaṃ trayodaśavidhaṃ tad āharaṇadhāraṇaprakāśakaram tad+āharaṇa
