rule	category	count	pct	examples
a a → ā	vowel coalescence	384	7.15	sa sauṣṭhavaudāryaviśeṣaśālinīṃ viniścitārthām iti vācam ādadhe viniścita+arthām→viniścitārthām · viśaṅkamāno bhavataḥ parābhavaṃ nṛpāsanastho 'pi vanādhivāsinaḥ vana+adhivāsinaḥ→vanādhivāsinaḥ · kṛtāriṣaḍvargajayena mānavīm agamyarūpāṃ padavīṃ prapitsunā kṛta+ari→kṛtāriṣaḍvargajayena · guṇānurāgād iva sakhyam īyivān na bādhate 'sya trigaṇaḥ parasparam guṇa+anurāgāt→guṇānurāgād
m v → ṃ v	anusvāra / nasal	215	4.0	dviṣāṃ vighātāya vidhātum icchato rahasy anujñām adhigamya bhūbhṛtaḥ dviṣāṃ+vighātāya · sa sauṣṭhavaudāryaviśeṣaśālinīṃ viniścitārthām iti vācam ādadhe śālinīm→sauṣṭhavaudāryaviśeṣaśālinīṃ +viniścita · ato 'rhasi kṣantum asādhu sādhu vā hitaṃ manohāri ca durlabhaṃ vacaḥ durlabhaṃ+vacaḥ · samunnayan bhūtim anāryasaṃgamād varaṃ virodho 'pi samaṃ mahātmabhiḥ varaṃ+virodho
m p → ṃ p	anusvāra / nasal	195	3.63	na vivyathe tasya mano na hi priyaṃ pravaktum icchanti mṛṣā hitaiṣiṇaḥ priyaṃ+pravaktum · kṛtāriṣaḍvargajayena mānavīm agamyarūpāṃ padavīṃ prapitsunā padavīṃ+prapitsunā · kṛtāriṣaḍvargajayena mānavīm agamyarūpāṃ padavīṃ prapitsunā rūpām→agamyarūpāṃ +padavīṃ · svayaṃ pradugdhe 'sya guṇair upasnutā vasūpamānasya vasūni medinī svayaṃ+pradugdhe
m n → ṃ n	anusvāra / nasal	187	3.48	sadānukūleṣu hi kurvate ratiṃ nṛpeṣv amātyeṣu ca sarvasampadaḥ ratiṃ+nṛpeṣv · tavānubhāvo 'yam abodhi yan mayā nigūḍhatattvaṃ nayavartma vidviṣām tattvam→nigūḍhatattvaṃ +naya · viśaṅkamāno bhavataḥ parābhavaṃ nṛpāsanastho 'pi vanādhivāsinaḥ parābhavaṃ+nṛpa · niratyayaṃ sāma na dānavarjitaṃ na bhūri dānaṃ virahayya satkriyām varjitam→dānavarjitaṃ +na
ḥ a → r a	visarga	187	3.48	sukhena labhyā dadhataḥ kṛṣīvalair akṛṣṭapacyā iva sasyasampadaḥ kṛṣīvalair+akṛṣṭapacyā · sa cintayaty eva bhiyas tvad eṣyatīr aho durantā balavadvirodhitā eṣyatīr+aho · paribhramaṃl lohitacandanocitaḥ padātir antargiri reṇurūṣitaḥ padātir+antar · parair aparyāsitavīryasampadāṃ parābhavo 'py utsava eva māninām parair+aparyāsita
a ā → ā	vowel coalescence	186	3.46	viśaṅkamāno bhavataḥ parābhavaṃ nṛpāsanastho 'pi vanādhivāsinaḥ nṛpa+āsana→nṛpāsanastho · vidhāya rakṣān paritaḥ paretarān aśaṅkitākāram upaiti śaṅkitaḥ aśaṅkita+ākāram→aśaṅkitākāram · phalanty upāyāḥ paribṛṃhitāyatīr upetya saṃgharṣam ivārthasampadaḥ paribṛṃhita+āyatīḥ→paribṛṃhitāyatīr · kathāprasaṅgena janair udāhṛtād anusmṛtākhaṇḍalasūnuvikramaḥ anusmṛta+ākhaṇḍalasūnu→anusmṛtākhaṇḍalasūnuvikramaḥ
ḥ t → s t	visarga	149	2.77	na saṃhatās tasya na bhedavṛttayaḥ priyāṇi vāñchanty asubhiḥ samīhitum saṃhatās+tasya · mahodayais tasya hitānubandhibhiḥ pratīyate dhātur ivehitaṃ phalaiḥ mahodayais+tasya · niśamya siddhiṃ dviṣatām apākṛtīs tatas tatastyā viniyantum akṣamā apākṛtīs+tatas · praviśya hi ghnanti śaṭhās tathāvidhān asaṃvṛtāṅgān niśitā iveṣavaḥ śaṭhās+tathāvidhān
m s → ṃ s	anusvāra / nasal	128	2.38	kṛtapraṇāmasya mahīṃ mahībhuje jitāṃ sapatnena nivedayiṣyataḥ jitām→jitāṃ +sapatnena · durodaracchadmajitāṃ samīhate nayena jetuṃ jagatīṃ suyodhanaḥ jagatīṃ+suyodhanaḥ · durodaracchadmajitāṃ samīhate nayena jetuṃ jagatīṃ suyodhanaḥ jitām→durodaracchadmajitāṃ +samīhate · niratyayaṃ sāma na dānavarjitaṃ na bhūri dānaṃ virahayya satkriyām niratyayaṃ+sāma
m m → ṃ m	anusvāra / nasal	116	2.16	ato 'rhasi kṣantum asādhu sādhu vā hitaṃ manohāri ca durlabhaṃ vacaḥ hitaṃ+manohāri · samunnayan bhūtim anāryasaṃgamād varaṃ virodho 'pi samaṃ mahātmabhiḥ samaṃ+mahātmabhiḥ · nayaty ayugmacchadagandhir ārdratāṃ bhṛśaṃ nṛpopāyanadantināṃ madaḥ dantinām→nṛpopāyanadantināṃ +madaḥ · vicintayantyā bhavadāpadaṃ parāṃ rujanti cetaḥ prasabhaṃ mamādhayaḥ prasabhaṃ+mama
a u → o	vowel coalescence	102	1.9	nayaty ayugmacchadagandhir ārdratāṃ bhṛśaṃ nṛpopāyanadantināṃ madaḥ nṛpa+upāyana→nṛpopāyanadantināṃ · tavābhidhānād vyathate natānanaḥ sa duḥsahān mantrapadād ivoragaḥ iva+uragaḥ→ivoragaḥ · vijitya yaḥ prājyam ayacchad uttarān kurūn akupyaṃ vasu vāsavopamaḥ vāsava+upamaḥ→vāsavopamaḥ · ariṣu hi vijayārthinaḥ kṣitīśā vidadhati sopadhi saṃdhidūṣaṇāni sa+upadhi→sopadhi
