rule	category	count	pct	examples
a a → ā	vowel coalescence	517	8.38	nādhyāhārādibhir eṣāṃ parikalpanīyo 'rthaḥ paribhāṣitavyo vā na+adhyāhāra→nādhyāhārādibhir · tat tu vedādhyayanam veda+adhyayanam→vedādhyayanam · anyasyāpi karmaṇo 'nantaraṃ dharmajijñāsā yuktā prāg api ca vedādhyayanāt anyasya+api→anyasyāpi · anyasyāpi karmaṇo 'nantaraṃ dharmajijñāsā yuktā prāg api ca vedādhyayanāt veda+adhyayanāt→vedādhyayanāt
i a → y a	vowel coalescence	237	3.84	loke yeṣv artheṣu prasiddhāni padāni tāni sati sambhave tadarthāny eva sūtreṣv ity avagantavyam ity+avagantavyam · bhavitavyaṃ tu tena yasmin saty anantaraṃ dharmajijñāsāvakalpate saty+anantaraṃ · yad api ca samāmanantīva tatrāpi dravyasaṃskārakarmasu parārthatvāt phalaśrutir arthavādaḥ syād ity arthavādatāṃ vakṣyati ity+arthavāda · na hy atrānantaryasya vaktā kaścic chabdo 'sti hy+atra
ḥ i → Ø i	visarga	217	3.52	kathaṃ vedavākyānām anekavidho vicāra iha vartiṣyate vicāra+iha · iha ca vedam adhītya snāsyan dharmaṃ jijñāsamāna imam āmnāyam atikrāmet jijñāsamāna+imam · tasmād vedādhyayanam eva pūrvam abhinirvartyānantaraṃ dharmo jijñāsitavya ity athaśabdasya sāmarthyam jijñāsitavya+ity · na brūmo 'nyasyāpi karmaṇo 'nantaraṃ dharmajijñāsā na kartavyeti kiṃ tu vedam adhītya tvaritena na snātavyam anantaraṃ dharmo jijñāsitavya ity athaśabdasyārthaḥ jijñāsitavya+ity
t a → d a	consonant / other	195	3.16	tatra loke 'yam athaśabdo vṛttād anantarasya prakriyārtho dṛṣṭaḥ vṛttād+anantarasya · yad api ca samāmanantīva tatrāpi dravyasaṃskārakarmasu parārthatvāt phalaśrutir arthavādaḥ syād ity arthavādatāṃ vakṣyati yad+api · ata etasmāt kāraṇād anantaraṃ dharmaṃ jijñāsitum icched ity ataḥśabdasyārthaḥ kāraṇād+anantaraṃ · dharmaḥ prasiddho vā syād aprasiddho vā syād+a
m p → ṃ p	anusvāra / nasal	172	2.79	nādhyāhārādibhir eṣāṃ parikalpanīyo 'rthaḥ paribhāṣitavyo vā eṣāṃ+parikalpanīyo · tad yatnagauravaṃ prasajyeta gauravam→yatnagauravaṃ +prasajyeta · ucyate tādṛśīṃ tu dharmajijñāsām adhikṛtyāthaśabdaṃ prayuktavān ācāryo yā vedādhyayanam antareṇa na sambhavati athaśabdam→adhikṛtyāthaśabdaṃ +prayuktavān · na hy etad ekaṃ vākyaṃ purastāc ca vedādhyayanād dharmajijñāsāṃ pratiṣedhiṣyati parastāc cānantaryaṃ prakariṣyati vākyaṃ+purastāc
i i → ī	vowel coalescence	157	2.54	yad api ca samāmanantīva tatrāpi dravyasaṃskārakarmasu parārthatvāt phalaśrutir arthavādaḥ syād ity arthavādatāṃ vakṣyati samāmananti+iva→samāmanantīva · ataḥśabdo vṛttasyāpadeśako hetvarthena yathā kṣemasubhikṣo 'yaṃ deśo 'to 'ham asmin deśe prativasāmīti prativasāmi+iti→prativasāmīti · sa hi niḥśreyasena puruṣaṃ saṃyunaktīti pratijānīmahe saṃyunakti+iti→saṃyunaktīti · ācāryacoditaḥ karomīti hi dṛśyate karomi+iti→karomīti
m v → ṃ v	anusvāra / nasal	140	2.27	kathaṃ vedavākyānām anekavidho vicāra iha vartiṣyate kathaṃ+veda · na hy etad ekaṃ vākyaṃ purastāc ca vedādhyayanād dharmajijñāsāṃ pratiṣedhiṣyati parastāc cānantaryaṃ prakariṣyati ekaṃ+vākyaṃ · vedān adhītya ity ekasyāṃ vidhīyate 'nūdyānantaryaṃ viparītam anyasyām ekasyāṃ+vidhīyate · vedān adhītya ity ekasyāṃ vidhīyate 'nūdyānantaryaṃ viparītam anyasyām ānantaryam→'nūdyānantaryaṃ +viparītam
a ā → ā	vowel coalescence	134	2.17	na hy etad ekaṃ vākyaṃ purastāc ca vedādhyayanād dharmajijñāsāṃ pratiṣedhiṣyati parastāc cānantaryaṃ prakariṣyati ca+ānantaryam→cānantaryaṃ · na cādhītavedasya snānānantaryam etad vidhīyate snāna+ānantaryam→snānānantaryam · na hy atrānantaryasya vaktā kaścic chabdo 'sti atra+ānantaryasya→atrānantaryasya · pūrvakālatāyāṃ hi ktvā smaryate nānantarye na+ānantarye→nānantarye
a e → ai	vowel coalescence	123	1.99	evaṃ hi vedavākyāny evaibhir vyākhyāyante eva+ebhiḥ→evaibhir · naitad evam na+etat→naitad · api ca naiva vayam iha vedādhyayanāt pūrvaṃ dharmajijñāsāyāḥ pratiṣedhaṃ śiṣmaḥ na+eva→naiva · arthaikatvāc caikavākyatāṃ vakṣyati artha+ekatvāt→arthaikatvāc
a u → o	vowel coalescence	112	1.81	aviyuktaḥ śabdārthayor bhāvaḥ saṃbandhena notpannayoḥ paścāt saṃbandhaḥ na+utpannayoḥ→notpannayoḥ · upadeśa iti viśiṣṭasya śabdasyoccāraṇam śabdasya+uccāraṇam→śabdasyoccāraṇam · katham arthajñānayor ākārabhedaṃ nopalabhāmahe na+upalabhāmahe→nopalabhāmahe · na ca arthavyapadeśam antareṇa buddheḥ rūpopalambhanam rūpa+upalambhanam→rūpopalambhanam
