rule	category	count	pct	examples
a a → ā	vowel coalescence	167	6.14	svānubhūtyekamānāya namaḥ śāntāya tejase sva+anubhūti→svānubhūtyekamānāya · abodhopahatāḥ cānye jīrṇam aṅge subhāṣitam ca+anye→cānye · jñānalavadurvidagdhaṃ brahmāpi taṃ naraṃ na rañjayati brahma+api→brahmāpi · yadā kiṃcijjño 'haṃ dvipa iva madāndhaḥ samabhavaṃ tadā sarvajño 'smīty abhavad avaliptaṃ mama manaḥ mada+andhaḥ→madāndhaḥ
m s → ṃ s	anusvāra / nasal	108	3.97	vyālaṃ bālamṛṇālatantubhir asau roddhuṃ samujjṛmbhate chettuṃ vajramaṇiṃ śirīṣakusumaprāntena saṃnahyati roddhuṃ+samujjṛmbhate · mādhuryaṃ madhubindunā racayituṃ kṣārāmudher īhate netuṃ vāñchati yaḥ khalān pathi satāṃ sūktaiḥ sudhāsyandibhiḥ satāṃ+sūktaiḥ · viśeṣataḥ sarvavidāṃ samāje vibhūṣaṇaṃ maunam apaṇḍitānām vidām→sarvavidāṃ +samāje · śiraḥ śārvaṃ svargāt paśupatiśirastaḥ kṣitidharaṃ mahīdhrād uttuṅgād avanim avaneś cāpi jaladhim śārvaṃ+svargāt
m v → ṃ v	anusvāra / nasal	100	3.68	vyālaṃ bālamṛṇālatantubhir asau roddhuṃ samujjṛmbhate chettuṃ vajramaṇiṃ śirīṣakusumaprāntena saṃnahyati chettuṃ+vajra · mādhuryaṃ madhubindunā racayituṃ kṣārāmudher īhate netuṃ vāñchati yaḥ khalān pathi satāṃ sūktaiḥ sudhāsyandibhiḥ netuṃ+vāñchati · svāyattam ekāntaguṇaṃ vidhātrā vinirmitaṃ chādanam ajñatāyāḥ guṇam→ekāntaguṇaṃ +vidhātrā · kṛmikulacitaṃ lālāklinnaṃ vigandhi jugupsitaṃ nirupamarasaṃ prītyā khādan narāsthi nirāmiṣam klinnam→lālāklinnaṃ +vigandhi
m p → ṃ p	anusvāra / nasal	93	3.42	labheta sikatāsu tailam api yatnataḥ pīḍayan pibecca mṛgatṛṣṇikāsu salilaṃ pipāsārditaḥ salilaṃ+pipāsā · kṛmikulacitaṃ lālāklinnaṃ vigandhi jugupsitaṃ nirupamarasaṃ prītyā khādan narāsthi nirāmiṣam rasam→nirupamarasaṃ +prītyā · adho 'dho gaṅgeyaṃ padam upagatā stokam athavā vivekabhraṣṭānāṃ bhavati vinipātaḥ śatamukhaḥ iyam→gaṅgeyaṃ +padam · tṛṇaṃ na khādann api jīvamānastad bhāgadheyaṃ paramaṃ paśūnām bhāgadheyaṃ+paramaṃ
m k → ṃ k	anusvāra / nasal	89	3.27	hartur yāti na gocaraṃ kim api śaṃ puṣṇāti yat sarvadā 'pyarthibhyaḥ pratipādyamānam aniśaṃ prāpnoti vṛddhiṃ parām gocaraṃ+kim · ambhojinīvanavihāravilāsam eva haṃsasya hanti nitarāṃ kupito vidhātā nitarāṃ+kupito · kṣāntiś cet kavacena kiṃ kim aribhiḥ krodho 'sti ced dehināṃ jñātiśced analena kiṃ yadi suhṛd divyauṣadhaṃ kimphalam kiṃ+kim · kṣāntiś cet kavacena kiṃ kim aribhiḥ krodho 'sti ced dehināṃ jñātiśced analena kiṃ yadi suhṛd divyauṣadhaṃ kimphalam auṣadham→divyauṣadhaṃ +kimphalam
m n → ṃ n	anusvāra / nasal	79	2.9	jñānalavadurvidagdhaṃ brahmāpi taṃ naraṃ na rañjayati taṃ+naraṃ · jñānalavadurvidagdhaṃ brahmāpi taṃ naraṃ na rañjayati naraṃ+na · kṛmikulacitaṃ lālāklinnaṃ vigandhi jugupsitaṃ nirupamarasaṃ prītyā khādan narāsthi nirāmiṣam jugupsitaṃ+nirupama · tṛṇaṃ na khādann api jīvamānastad bhāgadheyaṃ paramaṃ paśūnām tṛṇaṃ+na
ḥ t → s t	visarga	77	2.83	tṛṇaṃ na khādann api jīvamānastad bhāgadheyaṃ paramaṃ paśūnām jīvamānaḥ+tat→jīvamānastad · tajjāḍyaṃ vasudhādhipasya kavayas tvarthaṃ vināpīśvarāḥ kutsyāḥ syuḥ kuparīkṣakā hi maṇayo yair arghataḥ pātitāḥ kavayas+tu · kalpānteṣvapi na prayāti nidhanaṃ vidyākhyam antardhanaṃ yeṣāṃ tān prati mānam ujhata nṛpāḥ kas taiḥ saha spardhate kas+taiḥ · śauryaṃ śatrujane kṣamā gurujane kāntājane dhṛṣṭatā ye caivaṃ puruṣāḥ kalāsu kuśalās teṣv eva lokasthitiḥ kuśalās+teṣv
a ā → ā	vowel coalescence	66	2.43	svāyattam ekāntaguṇaṃ vidhātrā vinirmitaṃ chādanam ajñatāyāḥ sva+āyattam→svāyattam · dākṣiṇyaṃ svajane dayā parijane śāṭhyaṃ sadā durjane prītiḥ sādhujane nayo nṛpajane vidvajjane cārjavam ca+ārjavam→cārjavam · prāṇāghātān nivṛttiḥ paradhanaharaṇe saṃyamaḥ satyavākyaṃ kāle śaktyā pradānaṃ yuvatijanakathāmūkabhāvaḥ pareṣām prāṇa+āghātāt→prāṇāghātān · hrīr madyād anavekṣaṇād api kṛṣiḥ snehaḥ pravāsāśrayān maitrī cāpraṇayāt samṛddhir anayāt tyāgapramādād dhanam pravāsa+āśrayāt→pravāsāśrayān
m m → ṃ m	anusvāra / nasal	64	2.35	mādhuryaṃ madhubindunā racayituṃ kṣārāmudher īhate netuṃ vāñchati yaḥ khalān pathi satāṃ sūktaiḥ sudhāsyandibhiḥ mādhuryaṃ+madhu · viśeṣataḥ sarvavidāṃ samāje vibhūṣaṇaṃ maunam apaṇḍitānām vibhūṣaṇaṃ+maunam · yadā kiṃcijjño 'haṃ dvipa iva madāndhaḥ samabhavaṃ tadā sarvajño 'smīty abhavad avaliptaṃ mama manaḥ avaliptaṃ+mama · śiraḥ śārvaṃ svargāt paśupatiśirastaḥ kṣitidharaṃ mahīdhrād uttuṅgād avanim avaneś cāpi jaladhim kṣitidharaṃ+mahīdhrād
m t → ṃ t	anusvāra / nasal	64	2.35	yadā kiṃcijjño 'haṃ dvipa iva madāndhaḥ samabhavaṃ tadā sarvajño 'smīty abhavad avaliptaṃ mama manaḥ samabhavaṃ+tadā · yadā kiṃcitkiṃcidbudhajanasakāśād avagataṃ tadā mūrkho 'smīti jvara iva mado me vyapagataḥ avagataṃ+tadā · kalpānteṣvapi na prayāti nidhanaṃ vidyākhyam antardhanaṃ yeṣāṃ tān prati mānam ujhata nṛpāḥ kas taiḥ saha spardhate yeṣāṃ+tān · ākāro ruciraḥ sthiraś ca vibhavo vidyāvadātaṃ mukhaṃ tuṣṭe viṣṭapakaṣṭahāriṇi harau samprāpyate dehinā mukhaṃ+tuṣṭe
