rule	category	count	pct	examples
a a → ā	vowel coalescence	259	8.49	asty uttarasyāṃ diśi devatātmā himālayo nāma nagādhirājaḥ naga+adhirājaḥ→nagādhirājaḥ · pūrvāparau toyanidhī vigāhya sthitaḥ pṛthivyā iva mānadaṇḍaḥ pūrva+aparau→pūrvāparau · eko hi doṣo guṇasaṃnipāte nimajjatīndoḥ kiraṇeṣv ivāṅkaḥ iva+aṅkaḥ→ivāṅkaḥ · nyastākṣarā dhāturasena yatra bhūrjatvacaḥ kuñjarabinduśoṇāḥ nyasta+akṣarā→nyastākṣarā
m p → ṃ p	anusvāra / nasal	121	3.97	kṣudre 'pi nūnaṃ śaraṇaṃ prapanne mamatvam uccaiḥśirasāṃ satīva śaraṇaṃ+prapanne · tāṃ pārvatīty ābhijanena nāmnā bandhupriyāṃ bandhujano juhāva tāṃ+pārvatī · anyonyam utpīḍayad utpalākṣyāḥ stanadvayaṃ pāṇḍu tathā pravṛddham dvayam→stanadvayaṃ +pāṇḍu · umāmukhaṃ tu pratipadya lolā dvisaṃśrayāṃ prītim avāpa lakṣmīḥ saṃśrayām→dvisaṃśrayāṃ +prītim
m v → ṃ v	anusvāra / nasal	113	3.71	kapolakaṇḍūḥ karibhir vinetuṃ vighaṭṭitānāṃ saraladrumāṇām vinetuṃ+vighaṭṭitānāṃ · vanecarāṇāṃ vanitāsakhānāṃ darīgṛhotsaṅganiṣaktabhāsaḥ vanecarāṇāṃ+vanitā · bhāgīrathīnirjharasīkarāṇāṃ voḍhā muhuḥ kampitadevadāruḥ sīkarāṇām→bhāgīrathīnirjharasīkarāṇāṃ +voḍhā · menāṃ munīnām api mānanīyām ātmānurūpāṃ vidhinopayeme anurūpām→ātmānurūpāṃ +vidhinā
ḥ t → s t	visarga	107	3.51	darīgṛhadvāravilambibimbās tiraskariṇyo jaladā bhavanti bimbāḥ→darīgṛhadvāravilambibimbās +tiraskariṇyo · mahībhṛtaḥ putravato 'pi dṛṣṭis tasminn apatye na jagāma tṛptim dṛṣṭis+tasminn · prabhāmahatyā śikhayeva dīpas trimārgayeva tridivasya mārgaḥ dīpas+tri · ājahratus taccaraṇau pṛthivyāṃ sthalāravindaśriyam avyavasthām ājahratus+tad
m s → ṃ s	anusvāra / nasal	103	3.38	yaṃ sarvaśailāḥ parikalpya vatsaṃ merau sthite dogdhari dohadakṣe yaṃ+sarva · yaś cāpsarovibhramamaṇḍanānāṃ sampādayitrīṃ śikharair bibharti maṇḍanānām→cāpsarovibhramamaṇḍanānāṃ +sampādayitrīṃ · āmekhalaṃ saṃcaratāṃ ghanānāṃ chāyām adhaḥsānugatāṃ niṣevya āmekhalaṃ+saṃcaratāṃ · kapolakaṇḍūḥ karibhir vinetuṃ vighaṭṭitānāṃ saraladrumāṇām vighaṭṭitānāṃ+sarala
m n → ṃ n	anusvāra / nasal	83	2.72	anantaratnaprabhavasya yasya himaṃ na saubhāgyavilopi jātam himaṃ+na · āmekhalaṃ saṃcaratāṃ ghanānāṃ chāyām adhaḥsānugatāṃ niṣevya anugatām→adhaḥsānugatāṃ +niṣevya · vidanti mārgaṃ nakharandhramuktair muktāphalaiḥ kesariṇāṃ kirātāḥ mārgaṃ+nakha · samyakprayogād aparikṣatāyāṃ nītāv ivotsāhaguṇena saṃpat aparikṣatāyāṃ+nītāv
a ā → ā	vowel coalescence	82	2.69	udvejitā vṛṣṭibhir āśrayante śṛṅgāṇi yasyātapavanti siddhāḥ yasya+ātapavanti→yasyātapavanti · prajāpatiḥ kalpitayajñabhāgaṃ śailādhipatyaṃ svayam anvatiṣṭhat śaila+ādhipatyam→śailādhipatyaṃ · tāṃ haṃsamālāḥ śaradīva gaṅgāṃ mahauṣadhiṃ naktam ivātmabhāsaḥ iva+ātma→ivātmabhāsaḥ · asaṃbhṛtaṃ maṇḍanam aṅgayaṣṭer anāsavākhyaṃ karaṇaṃ madasya anāsava+ākhyam→anāsavākhyaṃ
a u → o	vowel coalescence	82	2.69	yaḥ pūrayan kīcakarandhrabhāgān darīmukhotthena samīraṇena darīmukha+utthena→darīmukhotthena · udgāsyatām icchati kiṃnarāṇāṃ tānapradāyitvam ivopagantum iva+upagantum→ivopagantum · samyakprayogād aparikṣatāyāṃ nītāv ivotsāhaguṇena saṃpat iva+utsāha→ivotsāhaguṇena · dine dine sā parivardhamānā labdhodayā cāndramasīva lekhā labdha+udayā→labdhodayā
m t → ṃ t	anusvāra / nasal	79	2.59	padaṃ tuṣārasrutidhautaraktaṃ yasminn adṛṣṭvāpi hatadvipānām padaṃ+tuṣāra · udgāsyatām icchati kiṃnarāṇāṃ tānapradāyitvam ivopagantum kiṃnarāṇāṃ+tāna · unmīlitaṃ tūlikayeva citraṃ sūryāṃśubhir bhinnam ivāravindam unmīlitaṃ+tūlikayā · umāmukhaṃ tu pratipadya lolā dvisaṃśrayāṃ prītim avāpa lakṣmīḥ mukham→umāmukhaṃ +tu
m k → ṃ k	anusvāra / nasal	71	2.33	vidanti mārgaṃ nakharandhramuktair muktāphalaiḥ kesariṇāṃ kirātāḥ kesariṇāṃ+kirātāḥ · yasyārthayuktaṃ girirājaśabdaṃ kurvanti vālavyajanaiś camaryaḥ śabdam→girirājaśabdaṃ +kurvanti · sa mānasīṃ merusakhaḥ pitṝṇāṃ kanyāṃ kulasya sthitaye sthitijñaḥ pitṝṇāṃ+kanyāṃ · sa mānasīṃ merusakhaḥ pitṝṇāṃ kanyāṃ kulasya sthitaye sthitijñaḥ kanyāṃ+kulasya
