rule	category	count	pct	examples
a a → ā	vowel coalescence	553	7.61	ajarāmaravat prājño vidyāmarthaṃ ca cintayet ajara+amara→ajarāmaravat · yan nave bhājane lagnaḥ saṃskāro nānyathā bhavet na+anyathā→nānyathā · sa bhūpatir ekadā kenāpi pāṭhyamānaṃ ślokadvayaṃ śuśrāva kena+api→kenāpi · anekasaṃśayocchedi parokṣārthasya darśakam parokṣa+arthasya→parokṣārthasya
a u → o	vowel coalescence	219	3.01	śruto hitopadeśo 'yaṃ pāṭavaṃ saṃskṛtoktiṣu saṃskṛta+uktiṣu→saṃskṛtoktiṣu · tathā coktam ca+uktam→coktam · yac cocyate ca+ucyate→cocyate · tathā coktam ca+uktam→coktam
a ā → ā	vowel coalescence	209	2.88	ity ākarṇyātmanaḥ putrāṇām anadhigataśāstrāṇāṃ nityam unmārgagāmināṃ śāstrānanuṣṭhānenodvignamanāḥ sa rājā cintayāmāsa ākarṇya+ātmanaḥ→ākarṇyātmanaḥ · ko dhanyo bahubhiḥ putraiḥ kuśūlāpūraṇāḍhakaiḥ kuśūla+āpūraṇa→kuśūlāpūraṇāḍhakaiḥ · varam ekaḥ kulālambī yatra viśrūyate pitā kula+ālambī→kulālambī · anudyogena tailāni tilebhyo nāptum arhati na+āptum→nāptum
m s → ṃ s	anusvāra / nasal	189	2.6	śruto hitopadeśo 'yaṃ pāṭavaṃ saṃskṛtoktiṣu pāṭavaṃ+saṃskṛta · vācāṃ sarvatra vaicitryaṃ nītividyāṃ dadāti ca vācāṃ+sarvatra · saṃyojayati vidyaiva nīcagāpi naraṃ sarit naraṃ+sarit · asti kaścid evambhūto vidvān yo mama putrāṇāṃ nityam unmārgagāminām anadhigataśāstrāṇām idānīṃ nītiśāstropadeśena punar janma kārayituṃ samarthaḥ yataḥ kārayituṃ+samarthaḥ
m c → ṃ c	anusvāra / nasal	180	2.48	vidyā śastraṃ ca śāstraṃ ca dve vidye pratipattaye śastraṃ+ca · vidyā śastraṃ ca śāstraṃ ca dve vidye pratipattaye śāstraṃ+ca · kiṃ ca kiṃ+ca · aparaṃ ca aparaṃ+ca
ḥ t → s t	visarga	171	2.35	kathāchalena bālānāṃ nītis tad iha kathyate nītis+tad · sakṛd duḥkhakarāv ādyāv antimas tu pade pade antimas+tu · ekaś candramās tamo hanti na ca tārāgaṇair api candramās+tamo · hīyate hi matis tāta hīnaiḥ saha samāgamāt matis+tāta
ā a → ā	vowel coalescence	159	2.19	saṃyojayati vidyaiva nīcagāpi naraṃ sarit nīcagā+api→nīcagāpi · pañcatantrāt tathānyasmād granthād ākṛṣya likhyate tathā+anyasmāt→tathānyasmād · nagnatvaṃ nīlakaṇṭhasya mahāhiśayanaṃ hareḥ mahā+ahi→mahāhiśayanaṃ · kākatālīyavat prāptaṃ dṛṣṭvāpi nidhim agrataḥ dṛṣṭvā+api→dṛṣṭvāpi
m p → ṃ p	anusvāra / nasal	155	2.13	udyoginaṃ puruṣasiṃham upaiti lakṣmīr daivena deyam iti kāpuruṣā vadanti udyoginaṃ+puruṣa · guṇā guṇajñeṣu guṇā bhavanti te nirguṇaṃ prāpya bhavanti doṣāḥ nirguṇaṃ+prāpya · laghupatananāmā vāyasaḥ prabuddhaḥ kṛtāntam iva dvitīyam aṭantaṃ pāśahastaṃ vyādham apaśyat aṭantaṃ+pāśa · saṃśayaṃ punar āruhya yadi jīvati paśyati saṃśayaṃ+punar
m k → ṃ k	anusvāra / nasal	151	2.08	dhanurvaṃśaviśuddho 'pi nirguṇaḥ kiṃ kariṣyati kiṃ+kariṣyati · tasmāt puruṣakāreṇa yatnaṃ kuryād atandritaḥ yatnaṃ+kuryād · tad bhavatāṃ vinodāya kākakūrmādīnāṃ vicitrāṃ kathāṃ kathayiṣyāmi vicitrāṃ+kathāṃ · tad bhavatāṃ vinodāya kākakūrmādīnāṃ vicitrāṃ kathāṃ kathayiṣyāmi kathāṃ+kathayiṣyāmi
m v → ṃ v	anusvāra / nasal	148	2.04	vidyā dadāti vinayaṃ vinayād yāti pātratām vinayaṃ+vinayād · kāṇena cakṣuṣā kiṃ vā cakṣuḥ pīḍaiva kevalam kiṃ+vā · varaṃ vandhyā bhāryā varam api ca garbheṣu vasatir na vāvidvān rūpadraviṇaguṇayukto 'pi tanayaḥ varaṃ+vandhyā · tena tvaṃ viduṣāṃ madhye paṅke gaur iva sīdasi tvaṃ+viduṣāṃ
aḥ b → o b	visarga	142	1.95	ko dhanyo bahubhiḥ putraiḥ kuśūlāpūraṇāḍhakaiḥ dhanyo+bahubhiḥ · tad eteṣām asmatputrāṇāṃ nītiśāstropadeśāya bhavantaḥ pramāṇam ity uktvā tasya viṣṇuśarmaṇo bahumānapuraḥsaraṃ putrān samarpitavān viṣṇuśarmaṇo+bahu · sumahānty api śāstrāṇi dhārayanto bahuśrutāḥ dhārayanto+bahuśrutāḥ · mṛgo brūte mitra akasmād āgantunā saha maitrī na yuktā mṛgo+brūte
m n → ṃ n	anusvāra / nasal	138	1.9	vācāṃ sarvatra vaicitryaṃ nītividyāṃ dadāti ca vaicitryaṃ+nīti · samudram iva durdharṣaṃ nṛpaṃ bhāgyam ataḥ param durdharṣaṃ+nṛpaṃ · kathāchalena bālānāṃ nītis tad iha kathyate bālānāṃ+nītis · jñānaṃ narāṇām adhiko viśeṣo jñānena hīnāḥ paśubhiḥ samānāḥ jñānaṃ+narāṇām
ḥ c → ś c	visarga	138	1.9	ekaś candramās tamo hanti na ca tārāgaṇair api ekaś+candramās · vaśyaś ca putro 'rthakarī ca vidyā ṣaḍ jīvalokasya sukhāni rājan vaśyaś+ca · samaiś ca samatām eti viśiṣṭaiś ca viśiṣṭatām samaiś+ca · samaiś ca samatām eti viśiṣṭaiś ca viśiṣṭatām viśiṣṭaiś+ca
aḥ a → o '	visarga	133	1.83	ko 'rthaḥ putreṇa jātena yo na vidvān na dhārmikaḥ ko+'rthaḥ · yasya kasya prasūto 'pi guṇavān pūjyate naraḥ prasūto+'pi · daivaṃ nihatya kuru pauruṣam ātmaśaktyā yatne kṛte yadi na sidhyati ko 'tra doṣaḥ ko+'tra · kīṭo 'pi sumanaḥsaṅgād ārohati satāṃ śiraḥ kīṭo+'pi
m t → ṃ t	anusvāra / nasal	129	1.78	pātratvāt dhanam āpnoti dhanād dharmaṃ tataḥ sukham dharmaṃ+tataḥ · tan nirūpyatāṃ tāvat nirūpyatāṃ+tāvat · marusthalyāṃ yathā vṛṣṭiḥ kṣudhārte bhojanaṃ tathā bhojanaṃ+tathā · nadīnāṃ śastrapāṇīnāṃ nakhināṃ śṛṅgiṇāṃ tathā śṛṅgiṇāṃ+tathā
t a → d a	consonant / other	122	1.68	ahāryatvād anarghatvād akṣayatvāc ca sarvadā ahāryatvād+anargha · yad abhāvi na tad bhāvi bhāvi cen na tad anyathā yad+abhāvi · yad abhāvi na tad bhāvi bhāvi cen na tad anyathā tad+anyathā · tasmāt puruṣakāreṇa yatnaṃ kuryād atandritaḥ kuryād+atandritaḥ
aḥ n → o n	visarga	115	1.58	yan nave bhājane lagnaḥ saṃskāro nānyathā bhavet saṃskāro+na · tatra sarvasvāmiguṇopetaḥ sudarśano nāma narapatir āsīt sudarśano+nāma · ko 'rthaḥ putreṇa jātena yo na vidvān na dhārmikaḥ yo+na · varam eko guṇī putro na ca mūrkhaśatair api putro+na
aḥ v → o v	visarga	110	1.51	ajarāmaravat prājño vidyāmarthaṃ ca cintayet prājño+vidyām · varaṃ garbhasrāvo varam api ca naivābhigamanaṃ varaṃ jātaḥ preto varam api ca kanyāvajanitā garbhasrāvo+varam · varaṃ garbhasrāvo varam api ca naivābhigamanaṃ varaṃ jātaḥ preto varam api ca kanyāvajanitā preto+varam · parivartini saṃsāre mṛtaḥ ko vā na jāyate ko+vā
t c → c c	consonant / other	107	1.47	anyac ca anyac+ca · yac cocyate yac+ca · anyac ca anyac+ca · anyac ca anyac+ca
m m → ṃ m	anusvāra / nasal	101	1.39	dāne tapasi śaurye ca yasya na prathitaṃ manaḥ prathitaṃ+manaḥ · rājovāca bho bhoḥ paṇḍitāḥ śrūyatāṃ mama vacanam śrūyatāṃ+mama · sa hi gaganavihārī kalmaṣadhvaṃsakārī daśaśatakaradhārī jyotiṣāṃ madhyacārī jyotiṣāṃ+madhya · prāyaḥ samāpannavipattikāle dhiyo 'pi puṃsāṃ malinā bhavanti puṃsāṃ+malinā
