rule	category	count	pct	examples
a a → ā	vowel coalescence	544	9.95	mahādevānucaraśca nandī sahasreṇādhyāyānāṃ pṛthak kāmasūtraṃ provāca mahādeva+anucaraḥ→mahādevānucaraśca · mahādevānucaraśca nandī sahasreṇādhyāyānāṃ pṛthak kāmasūtraṃ provāca sahasreṇa+adhyāyānām→sahasreṇādhyāyānāṃ · tad eva tu punar adhyardhenādhyāyaśatena sādhāraṇasāmprayogikakanyāsaṃprayuktakabhāryādhikārikapāradārikavaiśikaupaniṣadikaḥ saptabhir adhikaraṇair bābhravyaḥ pāñcālaḥ saṃcikṣepa adhyardhena+adhyāya→adhyardhenādhyāyaśatena · tatra dattakādibhiḥ praṇītānāṃ śāstrāvayavānām ekadeśatvāt mahad iti ca bābhravīyasya duradhyeyatvāt saṃkṣipya sarvam artham alpena granthena kāmasūtram idaṃ praṇītam śāstra+avayavānām→śāstrāvayavānām
m c → ṃ c	anusvāra / nasal	282	5.16	iti bhāryādhikārikaṃ caturtham adhikaraṇam bhāryādhikārikaṃ+caturtham · kāmaṃ ca yauvane kāmaṃ+ca · sthāvire dharmaṃ mokṣaṃ ca mokṣaṃ+ca · dharmārthayoḥ pradhānayor evam anyeṣāṃ ca satāṃ pratyanīkatvāt anyeṣāṃ+ca
m p → ṃ p	anusvāra / nasal	215	3.93	tasyaikadeśikaṃ manuḥ svāyaṃbhuvo dharmādhikārikaṃ pṛthak cakāra ādhikārikam→dharmādhikārikaṃ +pṛthak · mahādevānucaraśca nandī sahasreṇādhyāyānāṃ pṛthak kāmasūtraṃ provāca kāmasūtraṃ+provāca · mahādevānucaraśca nandī sahasreṇādhyāyānāṃ pṛthak kāmasūtraṃ provāca adhyāyānām→sahasreṇādhyāyānāṃ +pṛthak · tasya ṣaṣṭhaṃ vaiśikam adhikaraṇaṃ pāṭaliputrikāṇāṃ gaṇikānāṃ niyogād dattakaḥ pṛthak cakāra adhikaraṇaṃ+pāṭaliputrikāṇāṃ
m s → ṃ s	anusvāra / nasal	209	3.82	prajāpatir hi prajāḥ sṛṣṭvā tāsāṃ sthitinibandhanaṃ trivargasya sādhanam adhyāyānāṃ śatasahasreṇāgre provāca tāsāṃ+sthiti · ityaupaniṣadikaṃ saptamam adhikaraṇam aupaniṣadikam→ityaupaniṣadikaṃ +saptamam · śatāyur vai puruṣo vibhajya kālam anyonyānubaddhaṃ parasparasyānupaghātakaṃ trivargaṃ seveta trivargaṃ+seveta · śrotratvakcakṣurjihvāghrāṇānām ātmasaṃyuktena manasādhiṣṭhitānāṃ sveṣu sveṣu viṣayeṣv ānukūlyataḥ pravṛttiḥ kāmaḥ dhiṣṭhitānām→manasādhiṣṭhitānāṃ +sveṣu
m v → ṃ v	anusvāra / nasal	208	3.8	tasya ṣaṣṭhaṃ vaiśikam adhikaraṇaṃ pāṭaliputrikāṇāṃ gaṇikānāṃ niyogād dattakaḥ pṛthak cakāra ṣaṣṭhaṃ+vaiśikam · anityatvād āyuṣo yathopapādaṃ vā seveta yathopapādaṃ+vā · tasmād vaiśvāsikājjanād rahasi prayogāñchāstram ekadeśaṃ vā strī gṛhṇīyāt ekadeśaṃ+vā · gītaṃ vādyaṃ nṛtyaṃ ālekhyaṃ viśeṣakachedyaṃ taṇḍulakusumavalivikārāḥ puṣpāstaraṇaṃ daśanavasanāṅgarāgaḥ maṇibhūmikākarma śayanaracanam udakavādyam udakāghātaḥ citrāśca yogāḥ mālyagrathanavikalpāḥ śekharakāpīḍayojanaṃ nepathyaprayogāḥ karṇapattrabhaṅgāḥ gandhayuktiḥ bhūṣaṇayojanam aindrajālāḥ kaucumārāś ca yogāḥ hastalāghavaṃ vicitraśākayūṣabhakṣyavikārakriyā pānakarasarāgāsavayojanaṃ sūcīvānakarmāṇi sūtrakrīḍā vīṇāḍamarukavādyāni prahelikā pratimālā durvācakayogāḥ pustakavācanaṃ nāṭakākhyāyikādarśanaṃ kāvyasamasyāpūraṇaṃ paṭṭikāvetravānavikalpāḥ takṣakarmāṇi takṣaṇaṃ vāstuvidyā rūpyaratnaparīkṣā dhātuvādaḥ maṇirāgākarajñānaṃ vṛkṣāyurvedayogāḥ meṣakukkuṭalāvakayuddhavidhiḥ śukasārikāpralāpanam utsādane saṃvāhane keśamardane ca kauśalyaṃ akṣaramuṣṭikākathanaṃ mlecchitavikalpāḥ deśabhāṣāvijñānaṃ puṣpaśakaṭikā nimittajñānaṃ yantramātṛkā dhāraṇamātṛkā sampāṭhyaṃ mānasī kāvyakriyā abhidhānakośaḥ chandojñānaṃ kriyākalpaḥ chalitakayogāḥ vastragopanāni dyūtaviśeṣā ākarṣakrīḍā bālakrīḍanakāni vainayikīnāṃ vaijayikīnāṃ vyāyāmikīnāṃ ca vidyānāṃ jñānam iti catuḥṣaṣṭir aṅgavidyāḥ kāmasūtrasyāvayavinyaḥ gītaṃ+vādyaṃ
a ā → ā	vowel coalescence	133	2.43	tasyaikadeśikaṃ manuḥ svāyaṃbhuvo dharmādhikārikaṃ pṛthak cakāra dharma+ādhikārikam→dharmādhikārikaṃ · bṛhaspatir arthādhikārikam artha+ādhikārikam→arthādhikārikam · tatra dattakādibhiḥ praṇītānāṃ śāstrāvayavānām ekadeśatvāt mahad iti ca bābhravīyasya duradhyeyatvāt saṃkṣipya sarvam artham alpena granthena kāmasūtram idaṃ praṇītam dattaka+ādibhiḥ→dattakādibhiḥ · iṅgitākārasūcanam iṅgita+ākāra→iṅgitākārasūcanam
ḥ c → ś c	visarga	120	2.19	vṛṣyāśca yogāḥ vṛṣyāḥ+ca→vṛṣyāśca · citrāśca yogāḥ citrāḥ+ca→citrāśca · alaukikatvād adṛṣṭārthatvād apravṛttānāṃ yajñādīnāṃ śāstrāt pravartanam laukikatvād dṛṣṭārthatvācca pravṛttebhyaśca māṃsabhakṣaṇādibhyaḥ śāstrād eva nivāraṇaṃ dharmaḥ pravṛttebhyaḥ+ca→pravṛttebhyaśca · arthaśca rājñaḥ arthaḥ+ca→arthaśca
m k → ṃ k	anusvāra / nasal	112	2.05	taṃ kāmasūtrān nāgarikajanasamavāyāc ca pratipadyeta taṃ+kāmasūtrān · ko hyabāliśo hastagataṃ paragataṃ kuryāt gatam→paragataṃ +kuryāt · tatsarvaṃ kālakāritam iti sarvam→tatsarvaṃ +kāla · kāla eva punar apyenaṃ karteti kālakāraṇikāḥ enam→apyenaṃ +kartā
a u → o	vowel coalescence	111	2.03	tadyuktāśca śītkṛtopakramāḥ śītkṛta+upakramāḥ→śītkṛtopakramāḥ · puruṣopasṛptāni puruṣa+upasṛptāni→puruṣopasṛptāni · prayojyasyopāvartanam prayojyasya+upāvartanam→prayojyasyopāvartanam · sā copāyapratipattiḥ kāmasūtrād iti vātsyāyanaḥ ca+upāya→copāyapratipattiḥ
m t → ṃ t	anusvāra / nasal	104	1.9	prajāpatir hi prajāḥ sṛṣṭvā tāsāṃ sthitinibandhanaṃ trivargasya sādhanam adhyāyānāṃ śatasahasreṇāgre provāca nibandhanam→sthitinibandhanaṃ +trivargasya · iti kanyāsamprayuktakaṃ tṛtīyam adhikaraṇam samprayuktakam→kanyāsamprayuktakaṃ +tṛtīyam · śatāyur vai puruṣo vibhajya kālam anyonyānubaddhaṃ parasparasyānupaghātakaṃ trivargaṃ seveta anupaghātakam→parasparasyānupaghātakaṃ +trivargaṃ · boddhavyaṃ tu doṣeṣviva boddhavyaṃ+tu
