anchor_key_slp1	anchor_id	n_records	status	best_tier	evidence_count
(nu	kochergina:e271	1	corpus-gap	-	0
-AKyAyin	kochergina:e1	1	corpus-gap	-	0
-ASaṁs	kochergina:e2687	1	corpus-gap	-	0
-ASin	kochergina:e2776	1	corpus-gap	-	0
-Atma	kochergina:e6	1	corpus-gap	-	0
-BAj	kochergina:e8	1	corpus-gap	-	0
-BAjin	kochergina:e4004	1	corpus-gap	-	0
-BAsin	kochergina:e9	1	corpus-gap	-	0
-BAzin	kochergina:e10	1	corpus-gap	-	0
-BUzin	kochergina:e15	1	corpus-gap	-	0
-Bft	kochergina:e12	1	corpus-gap	-	0
-Bojin	kochergina:e11	1	corpus-gap	-	0
-Bruva	kochergina:e13	1	corpus-gap	-	0
-Bu	kochergina:e14	1	corpus-gap	-	0
-Cid	kochergina:e16	1	corpus-gap	-	0
-DA	kochergina:e24	1	corpus-gap	-	0
-DAnyaka	kochergina:e26	1	corpus-gap	-	0
-DAra	kochergina:e27	1	corpus-gap	-	0
-DAraka	kochergina:e28	1	corpus-gap	-	0
-DUr-gata	kochergina:e30	1	corpus-gap	-	0
-Da	kochergina:e23	1	corpus-gap	-	0
-Danva	kochergina:e25	1	corpus-gap	-	0
-Dfk	kochergina:e29	1	corpus-gap	-	0
-Gaww	kochergina:e31	1	corpus-gap	-	0
-SAya	kochergina:e127	1	corpus-gap	-	0
-SIvan	kochergina:e129	1	corpus-gap	-	0
-SaNkin	kochergina:e119	1	corpus-gap	-	0
-Sabda-BAj	kochergina:e110	1	corpus-gap	-	0
-SarDin	kochergina:e124	1	corpus-gap	-	0
-SarIraka	kochergina:e125	1	corpus-gap	-	0
-Sayya	kochergina:e128	1	corpus-gap	-	0
-Saṁsin	kochergina:e118	1	corpus-gap	-	0
-SrAvin	kochergina:e130	1	corpus-gap	-	0
-Srut	kochergina:e131	1	corpus-gap	-	0
-aSrika	kochergina:e5	1	corpus-gap	-	0
-akza	kochergina:e2	1	corpus-gap	-	0
-antara	kochergina:e3	1	corpus-gap	-	0
-ardana	kochergina:e4	1	corpus-gap	-	0
-banDin	kochergina:e7	1	corpus-gap	-	0
-cUlaka	kochergina:e17	1	corpus-gap	-	0
-da	kochergina:e18	1	corpus-gap	-	0
-daRqodyama	kochergina:e20	1	corpus-gap	-	0
-dantaka	kochergina:e21	1	corpus-gap	-	0
-daṁsu	kochergina:e19	1	corpus-gap	-	0
-devatya	kochergina:e22	1	corpus-gap	-	0
-ha	kochergina:e32	2	corpus-gap	-	0
-han	kochergina:e34	1	corpus-gap	-	0
-harzaka	kochergina:e35	1	corpus-gap	-	0
-hft	kochergina:e37	1	corpus-gap	-	0
-hiNsaka	kochergina:e36	1	corpus-gap	-	0
-jAni	kochergina:e39	1	corpus-gap	-	0
-jIvin	kochergina:e40	1	corpus-gap	-	0
-jYa	kochergina:e41	1	corpus-gap	-	0
-ja	kochergina:e38	1	corpus-gap	-	0
-kAla	kochergina:e42	1	corpus-gap	-	0
-kAra	kochergina:e43	1	corpus-gap	-	0
-kft	kochergina:e10631	1	corpus-gap	-	0
-lABin	kochergina:e44	1	corpus-gap	-	0
-lAlin	kochergina:e45	1	corpus-gap	-	0
-lApin	kochergina:e46	1	corpus-gap	-	0
-lAva	kochergina:e47	1	corpus-gap	-	0
-lomaka	kochergina:e49	1	corpus-gap	-	0
-luYcaka	kochergina:e50	1	corpus-gap	-	0
-mArin	kochergina:e53	1	corpus-gap	-	0
-mUrDa	kochergina:e58	1	corpus-gap	-	0
-maDya-vartin	kochergina:e51	1	corpus-gap	-	0
-maT	kochergina:e54	1	corpus-gap	-	0
-manaska	kochergina:e52	1	corpus-gap	-	0
-mfja	kochergina:e55	1	corpus-gap	-	0
-muKIya	kochergina:e57	1	corpus-gap	-	0
-muc	kochergina:e56	1	corpus-gap	-	0
-muz	kochergina:e59	1	corpus-gap	-	0
-nAlaka	kochergina:e60	1	corpus-gap	-	0
-nAma-DArin	kochergina:e61	1	corpus-gap	-	0
-nOka	kochergina:e64	1	corpus-gap	-	0
-nandanaka	kochergina:e62	1	corpus-gap	-	0
-nasa	kochergina:e63	1	corpus-gap	-	0
-niBa	kochergina:e65	1	corpus-gap	-	0
-niSa	kochergina:e70	1	corpus-gap	-	0
-ninAdin	kochergina:e66	1	corpus-gap	-	0
-nindin	kochergina:e67	1	corpus-gap	-	0
-nirvAhin	kochergina:e68	1	corpus-gap	-	0
-nirvApaka	kochergina:e69	1	corpus-gap	-	0
-pA	kochergina:e73	1	corpus-gap	-	0
-pARina	kochergina:e75	1	corpus-gap	-	0
-pa	kochergina:e71	2	corpus-gap	-	0
-paTa	kochergina:e80	1	corpus-gap	-	0
-paca	kochergina:e74	1	corpus-gap	-	0
-par	kochergina:e76	1	corpus-gap	-	0
-paricCad	kochergina:e77	1	corpus-gap	-	0
-parva	kochergina:e78	1	corpus-gap	-	0
-pat	kochergina:e79	1	corpus-gap	-	0
-patika	kochergina:e81	1	corpus-gap	-	0
-patnIka	kochergina:e82	1	corpus-gap	-	0
-prApin	kochergina:e88	1	corpus-gap	-	0
-prAya	kochergina:e95	1	corpus-gap	-	0
-prI	kochergina:e96	1	corpus-gap	-	0
-pra	kochergina:e83	1	corpus-gap	-	0
-praSaṁsin	kochergina:e89	1	corpus-gap	-	0
-prada	kochergina:e84	1	corpus-gap	-	0
-pradarSin	kochergina:e85	1	corpus-gap	-	0
-pramardin	kochergina:e86	1	corpus-gap	-	0
-pramohin	kochergina:e87	1	corpus-gap	-	0
-pratIkzin	kochergina:e90	1	corpus-gap	-	0
-pravApin	kochergina:e91	1	corpus-gap	-	0
-praveSin	kochergina:e93	1	corpus-gap	-	0
-pravedin	kochergina:e92	1	corpus-gap	-	0
-pravezwar	kochergina:e94	1	corpus-gap	-	0
-psu	kochergina:e97	1	corpus-gap	-	0
-rUpa-Dara	kochergina:e109	1	corpus-gap	-	0
-ra	kochergina:e98	1	corpus-gap	-	0
-rajaska	kochergina:e99	1	corpus-gap	-	0
-rajjuka	kochergina:e100	1	corpus-gap	-	0
-rakzi	kochergina:e101	1	corpus-gap	-	0
-rakzin	kochergina:e102	1	corpus-gap	-	0
-rama	kochergina:e103	1	corpus-gap	-	0
-rezin	kochergina:e104	1	corpus-gap	-	0
-roDin	kochergina:e105	1	corpus-gap	-	0
-rohit	kochergina:e106	1	corpus-gap	-	0
-ropin	kochergina:e107	1	corpus-gap	-	0
-ruha	kochergina:e108	1	corpus-gap	-	0
-sAhva	kochergina:e113	1	corpus-gap	-	0
-sAkzika	kochergina:e115	1	corpus-gap	-	0
-sTA	kochergina:e133	1	corpus-gap	-	0
-sTa	kochergina:e132	1	corpus-gap	-	0
-saNSrayAt	kochergina:e122	1	corpus-gap	-	0
-saNSrayin	kochergina:e123	1	corpus-gap	-	0
-saNjYa	kochergina:e120	1	corpus-gap	-	0
-saNkulita	kochergina:e121	1	corpus-gap	-	0
-sad	kochergina:e111	1	corpus-gap	-	0
-sah	kochergina:e112	1	corpus-gap	-	0
-sajjana	kochergina:e114	1	corpus-gap	-	0
-satIna	kochergina:e126	1	corpus-gap	-	0
-saṁhArin	kochergina:e116	1	corpus-gap	-	0
-saṁharzin	kochergina:e117	1	corpus-gap	-	0
-tamAm	kochergina:e136	1	corpus-gap	-	0
-tarAm	kochergina:e137	1	corpus-gap	-	0
-tozin	kochergina:e138	1	corpus-gap	-	0
-upAnaha	kochergina:e139	1	corpus-gap	-	0
-vAdika	kochergina:e141	1	corpus-gap	-	0
-vAra	kochergina:e145	1	corpus-gap	-	0
-vAsanAmaya	kochergina:e151	1	corpus-gap	-	0
-vAsin	kochergina:e152	1	corpus-gap	-	0
-vUrya	kochergina:e167	1	corpus-gap	-	0
-vaNSa-ja	kochergina:e144	1	corpus-gap	-	0
-vada	kochergina:e140	1	corpus-gap	-	0
-vah	kochergina:e142	1	corpus-gap	-	0
-vanda	kochergina:e143	1	corpus-gap	-	0
-varja	kochergina:e146	1	corpus-gap	-	0
-varjaka	kochergina:e147	1	corpus-gap	-	0
-varjin	kochergina:e148	1	corpus-gap	-	0
-varzIya	kochergina:e150	1	corpus-gap	-	0
-varzika	kochergina:e149	1	corpus-gap	-	0
-vayasa	kochergina:e153	1	corpus-gap	-	0
-veDin	kochergina:e154	1	corpus-gap	-	0
-veSin	kochergina:e155	1	corpus-gap	-	0
-vfntaka	kochergina:e165	1	corpus-gap	-	0
-vft	kochergina:e166	1	corpus-gap	-	0
-vid	kochergina:e156	2	corpus-gap	-	0
-vidAraka	kochergina:e159	1	corpus-gap	-	0
-vidvezaka	kochergina:e160	1	corpus-gap	-	0
-vidyotin	kochergina:e161	1	corpus-gap	-	0
-vigarhin	kochergina:e162	1	corpus-gap	-	0
-vilopin	kochergina:e163	1	corpus-gap	-	0
-viqambin	kochergina:e158	1	corpus-gap	-	0
-vivarDin	kochergina:e164	1	corpus-gap	-	0
-vyAhArin	kochergina:e168	1	corpus-gap	-	0
-zWIva	kochergina:e134	1	corpus-gap	-	0
-zWIvi	kochergina:e135	1	corpus-gap	-	0
11	kochergina:e272	1	corpus-gap	-	0
5)	kochergina:e273	1	corpus-gap	-	0
A	kochergina:e275	3	attested	exact	5751
ABA	kochergina:e291	2	attested	exact	207
ABAsa	kochergina:e304	1	attested	exact	136
ABAz	kochergina:e303	1	attested	exact	104
ABIkzRya	kochergina:e388	1	attested	exact	6
ABU	kochergina:e555	2	attested	exact	94
ABUti	kochergina:e560	1	attested	exact	19
ABaga	kochergina:e295	1	attested	exact	7
ABaj	kochergina:e297	1	attested	exact	71
ABakta	kochergina:e299	1	corpus-gap	-	0
ABar	kochergina:e300	1	corpus-gap	-	0
ABaraRa	kochergina:e301	1	attested	exact	667
ABid	kochergina:e325	1	corpus-gap	-	0
ABijAtI	kochergina:e365	1	corpus-gap	-	0
ABijAtya	kochergina:e366	1	attested	exact	6
ABoga	kochergina:e550	1	attested	exact	83
ABogi	kochergina:e551	1	attested	exact	1
ABu	kochergina:e554	1	attested	exact	11
ABuj	kochergina:e557	1	attested	exact	23
AByantara	kochergina:e574	1	attested	exact	74
ADA	kochergina:e729	1	attested	exact	1795
ADAna	kochergina:e747	1	attested	exact	121
ADAra	kochergina:e751	1	attested	exact	296
ADArya	kochergina:e764	1	corpus-gap	-	0
ADAtar	kochergina:e768	1	corpus-gap	-	0
ADAv	kochergina:e770	1	attested	exact	24
ADI	kochergina:e776	1	attested	exact	36
ADU	kochergina:e854	1	attested	exact	48
ADUta	kochergina:e857	1	corpus-gap	-	0
ADam	kochergina:e738	1	attested	exact	53
ADamya	kochergina:e745	1	corpus-gap	-	0
ADar	kochergina:e749	1	corpus-gap	-	0
ADi	kochergina:e774	2	attested	exact	145
ADi-patya	kochergina:e805	1	corpus-gap	-	0
ADidEvika	kochergina:e783	1	attested	exact	25
ADikya	kochergina:e800	1	attested	exact	133
ADivedanika	kochergina:e838	1	attested	exact	3
ADmAtA	kochergina:e843	1	corpus-gap	-	0
ADra	kochergina:e848	1	attested	exact	7
ADunika	kochergina:e856	1	attested	exact	1
ADyAtmika	kochergina:e880	1	attested	exact	67
AGAta	kochergina:e981	1	attested	exact	76
AGAwa	kochergina:e982	1	attested	exact	2
AGar	kochergina:e978	1	corpus-gap	-	0
AGfRi	kochergina:e988	1	attested	exact	18
AGrA	kochergina:e986	1	attested	exact	125
AGuz	kochergina:e989	1	attested	exact	8
AKaRqala	kochergina:e1242	1	attested	exact	33
AKewaka	kochergina:e1244	1	attested	exact	7
AKu	kochergina:e1246	1	attested	exact	113
AKyA	kochergina:e1247	2	attested	exact	2642
AKyAna	kochergina:e1249	1	attested	exact	236
AKyAnaka	kochergina:e1250	1	attested	exact	10
AKyAta	kochergina:e1252	1	attested	exact	18
AKyAtar	kochergina:e1253	1	corpus-gap	-	0
AKyAyikA	kochergina:e1254	1	attested	exact	23
AKyAyin	kochergina:e1	1	attested	exact	1
AKyeya	kochergina:e1255	1	corpus-gap	-	0
ANgArika	kochergina:e1565	1	attested	exact	1
ANgUza	kochergina:e1585	1	attested	exact	13
AQya	kochergina:e863	1	attested	exact	554
ARi	kochergina:e1738	1	attested	exact	23
ASA	kochergina:e2634	2	attested	exact	550
ASA-janana	kochergina:e2659	1	corpus-gap	-	0
ASA-vAsas	kochergina:e2755	1	corpus-gap	-	0
ASAs	kochergina:e2735	1	attested	exact	273
ASAsya	kochergina:e2738	1	attested	exact	1
ASAvant	kochergina:e2753	1	corpus-gap	-	0
ASI	kochergina:e2767	1	attested	exact	116
ASI-viza	kochergina:e2786	1	corpus-gap	-	0
ASI-vizopama	kochergina:e2787	1	corpus-gap	-	0
ASIyaṁs	kochergina:e2788	1	corpus-gap	-	0
ASOca	kochergina:e2750	1	attested	exact	96
ASa	kochergina:e2633	1	attested	exact	17
ASaNk	kochergina:e2703	1	attested	exact	72
ASaNkA	kochergina:e2705	1	attested	exact	64
ASaNkin	kochergina:e2706	1	attested	exact	10
ASas	kochergina:e2734	1	attested	exact	13
ASaya	kochergina:e2756	1	attested	exact	465
ASaṁs	kochergina:e2686	2	attested	floor	191
ASaṁsA	kochergina:e2688	1	attested	floor	7
ASaṁsana	kochergina:e2689	1	attested	floor	3
AScarya	kochergina:e2757	1	attested	exact	460
ASin	kochergina:e2776	1	attested	exact	357
ASir	kochergina:e2777	1	attested	exact	70
ASis	kochergina:e2779	1	attested	exact	519
ASita	kochergina:e2782	1	corpus-gap	-	0
ASizWa	kochergina:e2780	1	attested	exact	12
ASleza	kochergina:e2795	1	attested	exact	44
ASliz	kochergina:e2796	1	attested	exact	64
ASrama	kochergina:e2826	1	attested	exact	1564
ASrama-sTAna	kochergina:e2827	1	corpus-gap	-	0
ASrama-vAsin	kochergina:e2828	1	corpus-gap	-	0
ASraya	kochergina:e2831	1	attested	exact	926
ASraya-BUta	kochergina:e2832	1	corpus-gap	-	0
ASrayaRa	kochergina:e2833	1	attested	exact	15
ASrayin	kochergina:e2834	1	attested	exact	34
ASri	kochergina:e2836	1	attested	exact	1143
ASrita	kochergina:e2839	1	attested	exact	1
ASru	kochergina:e2843	1	attested	exact	15
ASu	kochergina:e2900	1	attested	exact	1402
ASu-ga	kochergina:e2906	1	corpus-gap	-	0
ASu-gamana	kochergina:e2907	1	corpus-gap	-	0
ASu-klAnta	kochergina:e2909	1	corpus-gap	-	0
ASuyA	kochergina:e2924	1	attested	exact	4
ASvAsa	kochergina:e2945	1	attested	exact	37
ASvAsana	kochergina:e2947	1	attested	exact	17
ASvAsin	kochergina:e2948	1	corpus-gap	-	0
ASva	kochergina:e2927	1	attested	exact	8
ASvalAyana	kochergina:e2940	1	attested	exact	15
ASvas	kochergina:e2944	1	attested	exact	84
ASvatTa	kochergina:e2955	1	attested	exact	67
ASvina	kochergina:e2961	2	attested	exact	240
AUM	kochergina:e14760	1	attested	floor	1699
AYC	kochergina:e1711	1	attested	exact	5
AYjana	kochergina:e1787	1	attested	exact	59
AYjana-ganDi	kochergina:e1789	1	corpus-gap	-	0
AbADA	kochergina:e282	1	corpus-gap	-	0
AbaDa	kochergina:e281	1	corpus-gap	-	0
AbadDa	kochergina:e280	1	corpus-gap	-	0
AbanDa	kochergina:e287	1	attested	exact	6
Aband_	kochergina:e286	1	corpus-gap	-	0
Abdika	kochergina:e290	1	attested	exact	16
Abutta	kochergina:e623	1	attested	exact	1
Ac	kochergina:e626	1	attested	exact	2
AcAma	kochergina:e633	1	attested	exact	26
AcAra	kochergina:e637	1	attested	exact	935
AcArya	kochergina:e640	1	attested	exact	1252
AcAryatA	kochergina:e641	1	corpus-gap	-	0
AcAryatva	kochergina:e642	1	corpus-gap	-	0
AcAryavant	kochergina:e643	1	corpus-gap	-	0
AcCAda	kochergina:e646	1	attested	exact	5
AcCAdaka	kochergina:e647	1	attested	exact	7
AcCAdana	kochergina:e648	1	attested	exact	106
AcCanna	kochergina:e649	1	corpus-gap	-	0
Acakz	kochergina:e627	1	attested	exact	937
Acamana	kochergina:e634	1	attested	exact	98
Acar	kochergina:e635	1	attested	exact	970
Acarana	kochergina:e638	1	attested	floor	56
Acarita	kochergina:e639	1	attested	exact	12
Acezw	kochergina:e652	1	attested	exact	3
Aci	kochergina:e657	1	attested	exact	163
AciKyAsopamA	kochergina:e658	1	attested	exact	1
Acit	kochergina:e668	1	attested	exact	4
AdA	kochergina:e675	1	attested	exact	3158
AdAna	kochergina:e688	1	attested	exact	232
AdIDi	kochergina:e891	1	corpus-gap	-	0
AdIp	kochergina:e897	1	attested	exact	58
AdaGna	kochergina:e681	1	attested	exact	2
Adar	kochergina:e696	1	corpus-gap	-	0
AdarSa	kochergina:e699	1	attested	exact	122
Adara	kochergina:e698	1	attested	exact	256
Adatar	kochergina:e707	1	corpus-gap	-	0
AdeSa	kochergina:e721	1	attested	exact	184
Adevana	kochergina:e724	1	attested	exact	4
Adi	kochergina:e888	1	attested	exact	15011
Adi-BUta	kochergina:e889	1	corpus-gap	-	0
Adi-deva	kochergina:e890	1	corpus-gap	-	0
Adi-kartar	kochergina:e892	1	corpus-gap	-	0
Adi-mUla	kochergina:e894	1	corpus-gap	-	0
AdiS	kochergina:e899	2	attested	exact	628
Adima	kochergina:e893	1	attested	exact	22
Adin	kochergina:e895	1	attested	exact	18
Aditas	kochergina:e901	1	attested	exact	162
Aditeya	kochergina:e902	1	attested	exact	5
Aditya	kochergina:e904	1	attested	exact	3085
Aditya-maRqala	kochergina:e905	1	corpus-gap	-	0
Aditya-purARa	kochergina:e906	1	corpus-gap	-	0
Adityavat	kochergina:e907	1	attested	exact	22
Adru	kochergina:e926	1	attested	exact	125
Adya	kochergina:e943	2	attested	exact	2205
Adyanta	kochergina:e945	1	corpus-gap	-	0
AgA	kochergina:e952	2	attested	exact	282
AgAmin	kochergina:e961	1	attested	exact	29
AgAra	kochergina:e967	1	attested	exact	258
Agam	kochergina:e957	1	attested	exact	4640
Agama	kochergina:e959	1	attested	exact	695
Agamana	kochergina:e960	1	attested	exact	304
Agantu	kochergina:e964	1	attested	exact	139
Agantuka	kochergina:e965	1	attested	exact	37
Agas	kochergina:e969	1	attested	exact	118
Agastya	kochergina:e972	1	attested	exact	8
Agata	kochergina:e973	1	attested	exact	4
Agati	kochergina:e975	1	attested	exact	46
AgnIDra	kochergina:e997	1	attested	exact	401
AgneyI	kochergina:e992	1	attested	exact	36
Agneya	kochergina:e991	1	attested	exact	927
AgnikI	kochergina:e1005	1	corpus-gap	-	0
Agnika	kochergina:e1003	1	attested	exact	11
AgrahAyaRI	kochergina:e1021	1	attested	exact	31
AhAra	kochergina:e1059	1	attested	exact	1244
Aha	kochergina:e1048	1	attested	exact	1
Ahanana	kochergina:e1054	1	attested	exact	7
Ahanas	kochergina:e1055	1	attested	exact	9
Ahar	kochergina:e1057	1	corpus-gap	-	0
Ahara	kochergina:e1058	1	attested	exact	6
AharaRa	kochergina:e1060	1	attested	exact	68
Ahartar	kochergina:e1062	1	corpus-gap	-	0
Ahati	kochergina:e1066	1	attested	exact	10
Ahava	kochergina:e1067	1	attested	exact	666
Ahavana	kochergina:e1068	1	attested	exact	6
Ahi	kochergina:e1070	1	attested	exact	5
Ahita	kochergina:e1073	1	corpus-gap	-	0
Ahiṁs	kochergina:e1071	1	corpus-gap	-	0
AhlAda	kochergina:e1074	1	attested	exact	31
Ahnika	kochergina:e1075	1	attested	exact	70
Ahu	kochergina:e1081	1	attested	exact	187
Ahuti	kochergina:e1082	1	attested	exact	1237
AhvA	kochergina:e1083	2	attested	exact	761
AhvAna	kochergina:e1086	1	attested	exact	67
Ahvar	kochergina:e1087	1	corpus-gap	-	0
Ahvaya	kochergina:e1088	1	attested	exact	346
AjAta	kochergina:e1148	1	corpus-gap	-	0
AjIva	kochergina:e1167	1	attested	exact	30
AjIvana	kochergina:e1168	1	attested	exact	4
AjYA	kochergina:e1172	2	attested	exact	780
AjYA-BaNga	kochergina:e1174	1	corpus-gap	-	0
AjYA-karI	kochergina:e1178	1	corpus-gap	-	0
AjYA-kara	kochergina:e1176	1	corpus-gap	-	0
AjYA-karatva	kochergina:e1177	1	corpus-gap	-	0
AjYABaNga-kArin	kochergina:e1175	1	corpus-gap	-	0
AjYAna	kochergina:e1180	1	attested	exact	2
AjYApay	kochergina:e1181	1	attested	exact	234
AjYapti	kochergina:e1182	1	corpus-gap	-	0
Ajan	kochergina:e1137	1	attested	exact	78
Ajanay	kochergina:e1140	1	attested	exact	2
Aji	kochergina:e1156	2	attested	exact	380
Ajya	kochergina:e1188	1	attested	exact	2100
AkANkz	kochergina:e1203	1	attested	exact	131
AkANkzA	kochergina:e1204	1	attested	exact	20
AkASa	kochergina:e1228	1	attested	exact	1303
AkASa-Sayana	kochergina:e1231	1	corpus-gap	-	0
AkASa-cArin	kochergina:e1229	1	corpus-gap	-	0
AkASa-ga	kochergina:e1230	1	corpus-gap	-	0
AkASa-vartman	kochergina:e1232	1	corpus-gap	-	0
AkASa-yAna	kochergina:e1233	1	corpus-gap	-	0
AkArAvant	kochergina:e1217	1	corpus-gap	-	0
AkAra	kochergina:e1211	2	attested	exact	1194
AkAratA	kochergina:e1216	1	attested	exact	1
AkOSala	kochergina:e1237	1	corpus-gap	-	0
AkUta	kochergina:e1340	1	attested	exact	46
Akal	kochergina:e1192	1	attested	exact	2
AkalpAntam	kochergina:e1197	1	corpus-gap	-	0
Akalpa	kochergina:e1195	1	attested	exact	22
Akalpam	kochergina:e1196	1	attested	exact	1
Akamp	kochergina:e1201	1	attested	exact	4
Akar	kochergina:e1207	1	corpus-gap	-	0
AkarRana	kochergina:e1223	1	attested	exact	11
Akara	kochergina:e1210	1	attested	exact	219
Akaray	kochergina:e1218	1	corpus-gap	-	0
Akarika	kochergina:e1219	1	attested	exact	1
Akarz	kochergina:e1224	1	corpus-gap	-	0
Akarza	kochergina:e1225	1	attested	exact	21
AkarzaRa	kochergina:e1226	1	attested	exact	49
Ake	kochergina:e1240	1	attested	exact	2
Akfti	kochergina:e1285	1	attested	exact	720
AkrAnti	kochergina:e1270	1	attested	exact	32
AkrIqa	kochergina:e1271	1	attested	exact	43
Akram	kochergina:e1265	1	attested	exact	481
Akrama	kochergina:e1266	1	attested	exact	15
AkramaRa	kochergina:e1267	1	attested	exact	40
Akranda	kochergina:e1268	1	attested	exact	79
Akrandana	kochergina:e1269	1	corpus-gap	-	0
AkroSa	kochergina:e1273	1	attested	exact	38
AkruS	kochergina:e1289	1	attested	exact	74
AkulI	kochergina:e1334	1	attested	exact	1
Akula	kochergina:e1332	1	attested	exact	647
Akuwila	kochergina:e1341	1	corpus-gap	-	0
Akzepa	kochergina:e1313	1	attested	exact	93
Akzepa-rUpaka	kochergina:e1314	1	corpus-gap	-	0
Akzepopama	kochergina:e1315	1	corpus-gap	-	0
Akzip	kochergina:e1322	1	attested	exact	221
AkziptikA	kochergina:e1324	1	corpus-gap	-	0
AlAna	kochergina:e1371	1	attested	exact	14
AlApa	kochergina:e1373	1	attested	exact	188
AlApin	kochergina:e1375	1	attested	exact	3
AlI	kochergina:e1393	2	attested	exact	20
AlU	kochergina:e1429	1	attested	exact	2
AlaB	kochergina:e1343	1	attested	exact	907
Alakz	kochergina:e1352	1	corpus-gap	-	0
Alakzya	kochergina:e1355	1	attested	exact	2
AlamBa	kochergina:e1363	1	attested	exact	33
AlamBana	kochergina:e1364	1	attested	exact	16
Alamb	kochergina:e1360	1	attested	exact	130
Alamba	kochergina:e1361	1	attested	exact	21
Alambana	kochergina:e1362	1	attested	exact	60
Alap	kochergina:e1372	1	attested	exact	21
Alapana	kochergina:e1374	1	corpus-gap	-	0
Alapita	kochergina:e1376	1	corpus-gap	-	0
Alasya	kochergina:e1379	1	attested	exact	135
AlavAla	kochergina:e1382	1	attested	exact	26
Alaya	kochergina:e1383	1	attested	exact	498
AleKana	kochergina:e1384	1	attested	exact	15
AleKya	kochergina:e1385	1	attested	exact	12
